block n60 sum_rr60 hold drowsy
0 1 91 1 0
1 7 1266 1 0
2 14 2526 1 0
3 20 3670 1 0
4 27 4976 1 0
5 33 6095 1 0
6 39 7261 1 0
7 46 8612 1 0
8 52 9782 1 0
9 58 10940 1 0
10 64 12126 1 0
11 71 13429 1 0
12 76 14442 1 0
13 76 14380 1 0
14 76 14472 1 0
15 76 14509 1 0
16 75 14385 1 0
17 75 14422 1 0
18 75 14454 1 0
19 74 14339 1 0
20 74 14384 1 0
21 74 14455 1 0
22 74 14420 1 0
23 73 14380 1 0
24 72 14314 1 0
25 72 14449 1 0
26 71 14361 1 0
27 71 14386 1 0
28 71 14415 1 0
29 71 14439 1 0
30 71 14385 1 0
31 71 14303 1 0
32 72 14426 1 0
33 72 14287 1 0
34 73 14444 1 0
35 73 14287 1 0
36 75 14528 0 0
37 75 14374 0 0
38 76 14434 0 0
39 76 14417 0 0
40 76 14355 0 0
41 76 14321 0 0
42 77 14465 0 0
43 77 14406 0 0
44 77 14404 0 0
45 77 14502 0 0
46 76 14390 0 0
47 75 14324 0 0
48 74 14308 0 0
49 74 14451 0 0
50 73 14394 0 0
51 72 14298 0 0
52 72 14318 0 0
53 73 14535 0 0
54 72 14437 0 0
55 72 14536 0 0
56 71 14426 0 0
57 70 14260 0 0
58 71 14421 0 0
59 72 14539 0 0
60 72 14462 0 0
61 72 14417 0 0
62 72 14365 0 0
63 73 14477 0 0
64 73 14504 0 0
65 72 14290 0 0
66 72 14363 0 0
67 71 14259 0 0
68 71 14316 0 0
69 72 14565 0 0
70 70 14277 0 0
71 70 14319 0 0
72 70 14384 0 0
73 70 14432 0 0
74 69 14266 0 0
75 69 14317 0 1
76 69 14353 0 1
77 69 14412 0 1
78 69 14357 0 1
79 70 14449 0 0
80 70 14347 0 0
81 71 14395 0 0
82 72 14403 0 0
83 73 14416 0 0
84 74 14432 0 0
85 75 14453 0 0
86 76 14541 0 0
87 76 14438 0 0
88 76 14353 0 0
89 77 14462 0 0
90 77 14389 0 0
91 77 14363 0 0
92 77 14366 0 0
93 76 14238 0 0
94 76 14359 0 0
95 76 14469 0 0
96 75 14326 0 0
97 75 14398 0 0
98 75 14424 0 0
99 75 14436 0 0
100 75 14423 0 0
101 75 14430 0 0
102 75 14389 0 0
103 76 14538 0 0
104 76 14502 0 0
105 76 14468 0 0
106 76 14500 0 0
107 75 14363 0 0
108 75 14460 0 0
109 74 14286 0 0
110 74 14286 0 0
111 74 14290 0 0
112 74 14366 0 0
113 73 14308 0 0
114 73 14488 0 0
115 71 14280 0 0
116 71 14404 0 0
117 71 14451 0 0
118 71 14397 0 0
119 71 14349 0 0
120 71 14326 0 0
121 71 14402 0 0
122 71 14462 0 0
123 71 14515 0 0
124 71 14547 0 0
125 71 14458 0 0
126 71 14424 0 0
127 72 14525 0 0
128 71 14294 0 0
129 71 14356 0 0
130 71 14382 0 0
131 71 14477 0 0
132 70 14378 0 0
133 70 14455 0 0
134 69 14302 0 1
135 69 14373 0 1
136 69 14387 0 1
137 68 14304 0 1
138 68 14283 0 1
139 68 14276 0 1
140 69 14415 0 1
141 70 14505 0 1
142 70 14445 0 0
143 70 14336 0 0
144 72 14491 0 0
145 73 14455 0 0
146 74 14506 0 0
147 75 14476 0 0
148 75 14431 0 0
149 76 14521 0 0
150 76 14517 0 0
151 76 14495 0 0
152 76 14524 0 0
153 75 14392 0 0
154 74 14271 0 0
155 74 14395 0 0
156 73 14342 0 0
157 72 14298 0 0
158 72 14445 0 0
159 71 14368 0 0
160 71 14275 0 0
161 72 14430 0 0
162 72 14387 0 0
163 72 14431 0 0
164 72 14380 0 0
165 72 14307 0 0
166 73 14441 0 0
167 74 14437 0 0
168 75 14479 0 0
169 75 14389 0 0
170 76 14410 0 0
171 76 14332 0 0
172 76 14351 0 0
173 76 14358 0 0
174 76 14307 0 0
175 77 14403 0 0
176 77 14402 0 0
177 77 14381 0 0
178 77 14400 0 0
179 77 14454 0 0
180 76 14351 0 0
181 76 14379 0 0
182 75 14244 0 0
183 75 14339 0 0
184 75 14447 0 0
185 74 14319 0 0
186 74 14383 0 0
187 73 14241 0 0
188 74 14433 0 0
189 74 14449 0 0
190 74 14502 0 0
191 73 14399 0 0
192 73 14405 0 0
193 74 14523 0 0
194 74 14518 0 0
195 74 14469 0 0
196 75 14488 0 0
197 75 14448 0 0
198 75 14448 0 0
199 75 14570 0 0
200 73 14313 0 0
201 73 14443 0 0
202 72 14256 0 0
203 72 14301 0 0
204 72 14463 0 0
205 70 14318 0 0
206 70 14399 0 0
207 70 14466 0 0
208 68 14232 0 1
209 68 14354 0 1
210 68 14354 0 1
211 68 14291 0 1
212 69 14397 0 1
213 69 14276 0 0
214 71 14536 0 0
215 71 14445 0 0
216 71 14295 0 0
217 72 14307 0 0
218 72 14357 0 0
219 71 14239 0 0
220 72 14550 0 0
221 71 14320 0 0
222 71 14396 0 0
223 71 14420 0 0
224 71 14471 0 0
225 71 14447 0 0
226 70 14327 0 0
227 70 14337 0 0
228 70 14357 0 0
229 71 14572 0 0
230 70 14323 0 0
231 72 14609 0 0
232 72 14442 0 0
233 72 14444 0 0
234 72 14450 0 0
235 72 14445 0 0
236 71 14262 0 0
237 71 14369 0 0
238 71 14395 0 0
239 72 14559 0 0
240 72 14486 0 0
241 71 14243 0 0
242 72 14407 0 0
243 72 14369 0 0
244 72 14304 0 0
245 74 14552 0 0
246 74 14444 0 0
247 74 14443 0 0
248 75 14579 0 0
249 74 14387 0 0
250 74 14434 0 0
251 73 14350 0 0
252 72 14338 0 0
253 72 14472 0 0
254 72 14423 0 0
255 71 14244 0 0
256 71 14362 0 0
257 70 14306 0 0
258 70 14373 0 0
259 70 14374 0 0
260 69 14197 0 0
261 70 14412 0 0
262 70 14380 0 0
263 70 14333 0 0
264 71 14394 0 0
265 72 14500 0 0
266 71 14371 0 0
267 71 14490 0 0
268 71 14547 0 0
269 70 14308 0 0
270 70 14293 0 0
271 70 14279 0 0
272 72 14599 0 0
273 72 14525 0 0
274 72 14515 0 0
275 71 14325 0 0
276 71 14452 0 0
277 70 14347 0 0
278 71 14566 0 0
279 70 14356 0 0
280 70 14343 0 0
281 71 14584 0 0
282 70 14424 0 0
283 70 14378 0 0
284 69 14277 0 0
285 69 14321 0 1
286 69 14251 0 0
287 70 14442 0 0
288 70 14360 0 0
289 70 14332 0 0
290 70 14377 0 0
291 70 14389 0 0
292 70 14422 0 0
293 69 14216 0 0
294 70 14426 0 0
295 70 14461 0 0
296 70 14479 0 0
297 69 14369 0 1
298 69 14530 0 1
299 68 14408 0 1
300 68 14551 0 1
301 67 14393 0 1
302 67 14372 0 1
303 67 14367 0 1
304 67 14273 0 1
305 69 14580 0 1
306 69 14513 0 1
307 68 14313 0 1
308 69 14432 0 1
309 70 14451 0 0
310 70 14338 0 0
311 71 14414 0 0
312 71 14233 0 0
313 73 14510 0 0
314 73 14388 0 0
315 74 14441 0 0
316 74 14402 0 0
317 73 14227 0 0
318 73 14233 0 0
