block n60 sum_rr60 bad60 hold drowsy
0 3 534 3 1 0
1 9 1870 3 1 0
2 14 2948 3 1 0
3 20 4223 3 1 0
4 26 5462 3 1 0
5 32 6691 3 1 0
6 37 7719 3 1 0
7 43 8944 3 1 0
8 49 10211 3 1 0
9 55 11486 3 1 0
10 60 12546 3 1 0
11 66 13857 3 1 0
12 68 14442 0 1 0
13 68 14419 0 1 0
14 68 14423 0 1 0
15 68 14467 0 1 0
16 67 14333 0 1 0
17 66 14221 0 1 0
18 67 14522 0 1 0
19 66 14418 0 1 0
20 66 14472 0 1 0
21 65 14295 0 1 0
22 65 14345 0 1 0
23 65 14343 0 1 0
24 65 14342 0 1 0
25 65 14345 0 1 0
26 65 14343 0 1 0
27 65 14296 0 1 0
28 66 14484 0 1 0
29 66 14432 0 1 0
30 66 14418 0 1 0
31 66 14386 0 1 0
32 66 14359 0 1 0
33 66 14337 0 1 0
34 67 14508 0 1 0
35 67 14471 0 1 0
36 67 14436 0 0 0
37 67 14429 0 0 0
38 67 14431 0 0 0
39 67 14463 0 0 0
40 66 14260 0 0 0
41 67 14501 0 0 0
42 66 14279 0 0 0
43 67 14510 0 0 0
44 66 14308 0 0 0
45 67 14518 0 0 0
46 66 14319 0 0 0
47 66 14362 0 0 0
48 66 14344 0 0 0
49 66 14316 0 0 0
50 67 14498 0 0 0
51 67 14427 0 0 0
52 67 14431 0 0 0
53 66 14253 0 0 0
54 67 14540 0 0 0
55 66 14353 0 0 0
56 66 14393 0 0 0
57 65 14237 0 0 0
58 66 14501 0 0 0
59 65 14306 0 0 0
60 66 14586 0 0 0
61 65 14394 0 0 0
62 65 14429 0 0 0
63 64 14292 0 0 0
64 64 14311 0 0 0
65 65 14517 0 0 0
66 64 14232 0 0 0
67 65 14390 0 0 0
68 65 14353 0 0 0
69 66 14528 0 0 0
70 66 14464 0 0 0
71 66 14403 0 0 0
72 66 14329 0 0 0
73 67 14514 0 0 0
74 66 14265 0 0 0
75 67 14418 0 0 0
76 68 14490 0 0 0
77 68 14445 0 0 0
78 68 14452 0 0 0
79 68 14486 0 0 0
80 68 14458 0 0 0
81 68 14387 0 0 0
82 68 14311 0 0 0
83 69 14481 0 0 0
84 69 14399 0 0 0
85 69 14303 0 0 0
86 70 14417 0 0 0
87 70 14340 0 0 0
88 71 14525 0 0 0
89 71 14434 0 0 0
90 71 14340 0 0 0
91 71 14266 0 0 0
92 72 14416 0 0 0
93 72 14437 0 0 0
94 72 14464 0 0 0
95 72 14454 0 0 0
96 72 14465 0 0 0
97 72 14496 0 0 0
98 71 14346 0 0 0
99 71 14438 0 0 0
100 70 14303 0 0 0
101 70 14307 0 0 0
102 71 14504 0 0 0
103 71 14528 0 0 0
104 70 14372 0 0 0
105 70 14419 0 0 0
106 69 14284 0 0 0
107 69 14372 0 0 0
108 68 14268 0 0 0
109 68 14353 0 0 0
110 68 14420 0 0 0
111 68 14459 0 0 0
112 67 14309 0 0 0
113 67 14439 0 0 0
114 66 14344 0 0 0
115 66 14376 0 0 0
116 66 14385 0 0 0
117 66 14364 0 0 0
118 67 14541 0 0 0
119 66 14310 0 0 0
120 67 14450 0 0 0
121 67 14433 0 0 0
122 67 14413 0 0 0
123 67 14398 0 0 0
124 67 14380 0 0 0
125 67 14337 0 0 0
126 68 14506 0 0 0
127 67 14291 0 0 0
128 68 14530 0 0 0
129 67 14335 0 0 0
130 67 14376 0 0 0
131 67 14394 0 0 0
132 67 14468 0 0 0
133 66 14287 0 0 0
134 67 14536 0 0 0
135 66 14346 0 0 0
136 67 14580 0 0 0
137 66 14373 0 0 0
138 66 14407 0 0 0
139 66 14416 0 0 0
140 66 14404 0 0 0
141 66 14427 0 0 0
142 65 14215 0 0 0
143 66 14448 0 0 0
144 66 14433 0 0 0
145 66 14415 0 0 0
146 66 14384 0 0 0
147 66 14352 0 0 0
148 66 14321 0 0 0
149 67 14495 0 0 0
150 67 14402 0 0 0
151 68 14510 0 0 0
152 68 14399 0 0 0
153 69 14501 0 0 0
154 69 14441 0 0 0
155 69 14354 0 0 0
156 69 14332 0 0 0
157 69 14313 0 0 0
158 69 14318 0 0 0
159 70 14527 0 0 0
160 69 14331 0 0 0
161 69 14362 0 0 0
162 69 14419 0 0 0
163 68 14265 0 0 0
164 68 14341 0 0 0
165 68 14345 0 0 0
166 69 14525 0 0 0
167 68 14343 0 0 0
168 68 14287 0 0 0
169 69 14439 0 0 0
170 69 14345 0 0 0
171 70 14444 0 0 0
172 71 14542 0 0 0
173 70 14319 0 0 0
174 70 14316 0 0 0
175 71 14503 0 0 0
176 71 14469 0 0 0
177 71 14435 0 0 0
178 71 14405 0 0 0
179 72 14569 0 0 0
180 71 14397 0 0 0
181 71 14405 0 0 0
182 71 14497 0 0 0
183 69 14211 0 0 0
184 69 14293 0 0 0
185 70 14496 0 0 0
186 69 14304 0 0 0
187 69 14320 0 0 0
188 69 14348 0 0 0
189 69 14410 0 0 0
190 68 14293 0 0 0
191 68 14367 0 0 0
192 68 14391 0 0 0
193 68 14463 0 0 0
194 68 14461 0 0 0
195 68 14444 0 0 0
196 68 14410 0 0 0
197 68 14362 0 0 0
198 68 14404 0 0 0
199 68 14487 0 0 0
200 67 14333 0 0 0
201 67 14421 0 0 0
202 67 14496 0 0 0
203 66 14333 0 0 0
204 67 14578 0 0 0
205 66 14360 0 0 0
206 66 14287 0 0 0
207 67 14419 0 0 0
208 67 14418 0 0 0
209 67 14371 0 0 0
210 68 14411 0 0 0
211 69 14438 0 0 0
212 70 14509 0 0 0
213 70 14362 0 0 0
214 71 14427 0 0 0
215 72 14528 0 0 0
216 71 14304 0 0 0
217 72 14541 0 0 0
218 71 14424 0 0 0
219 71 14519 0 0 0
220 70 14381 0 0 0
221 70 14505 0 0 0
222 69 14414 0 0 0
223 68 14340 0 0 0
224 67 14247 0 0 0
225 67 14335 0 0 0
226 67 14411 0 0 0
227 66 14294 0 0 0
228 66 14311 0 0 0
229 66 14315 0 0 0
230 66 14307 0 0 0
231 66 14293 0 0 0
232 66 14333 0 0 0
233 66 14378 0 0 0
234 66 14417 0 0 0
235 66 14441 0 0 0
236 66 14455 0 0 0
237 65 14309 0 0 0
238 65 14365 0 0 0
239 65 14362 0 0 0
240 65 14379 0 0 0
241 65 14365 0 0 0
242 66 14555 0 0 0
243 65 14326 0 0 0
244 66 14419 0 0 0
245 66 14300 0 0 0
246 67 14393 0 0 0
247 67 14300 0 0 0
248 68 14399 0 0 0
249 69 14474 0 0 0
250 69 14337 0 0 0
251 70 14443 0 0 0
252 71 14573 0 0 0
253 70 14344 0 0 0
254 70 14342 0 0 0
255 71 14541 0 0 0
256 71 14556 0 0 0
257 70 14401 0 0 0
258 70 14473 0 0 0
259 69 14318 0 0 0
260 69 14418 0 0 0
261 69 14520 0 0 0
262 68 14379 0 0 0
263 68 14483 0 0 0
