block n60 sum_rr60 bad60 hold drowsy alert
0 3 575 4 1 0 0
1 9 1698 4 1 0 0
2 16 3001 4 1 0 0
3 23 4191 4 1 0 0
4 30 5369 4 1 0 0
5 37 6574 4 1 0 0
6 44 7779 4 1 0 0
7 51 8987 4 1 0 0
8 58 10201 4 1 0 0
9 65 11443 4 1 0 0
10 71 12499 4 1 0 0
11 78 13801 4 1 0 0
12 81 14327 0 1 0 0
13 82 14491 0 1 0 0
14 81 14295 0 1 0 0
15 81 14379 0 1 0 0
16 80 14297 0 1 0 0
17 80 14379 0 1 0 0
18 80 14438 0 1 0 0
19 79 14338 0 1 0 0
20 79 14363 0 1 0 0
21 79 14323 0 1 0 0
22 80 14485 0 1 0 0
23 79 14272 0 1 0 0
24 80 14395 0 1 0 0
25 80 14397 0 1 0 0
26 80 14407 0 1 0 0
27 80 14428 0 1 0 0
28 80 14468 0 1 0 0
29 80 14488 0 1 0 0
30 79 14324 0 1 0 0
31 80 14513 0 1 0 0
32 79 14419 0 1 0 0
33 78 14362 0 1 0 0
34 78 14445 0 1 0 0
35 78 14464 0 1 0 0
36 78 14515 0 0 0 0
37 77 14303 0 0 0 0
38 78 14481 0 0 0 0
39 77 14289 0 0 0 0
40 78 14448 0 0 0 0
41 77 14256 0 0 0 0
42 78 14436 0 0 0 0
43 78 14397 0 0 0 0
44 78 14390 0 0 0 0
45 78 14450 0 0 0 0
46 78 14402 0 0 0 0
47 78 14395 0 0 0 0
48 77 14264 0 0 0 0
49 78 14459 0 0 0 0
50 77 14290 0 0 0 0
51 78 14487 0 0 0 0
52 78 14444 0 0 0 0
53 78 14398 0 0 0 0
54 78 14443 0 0 0 0
55 77 14289 0 0 0 0
56 78 14421 0 0 0 0
57 79 14468 0 0 0 0
58 78 14298 0 0 0 0
59 79 14444 0 0 0 0
60 80 14541 0 0 0 0
61 79 14319 0 0 0 0
62 80 14520 0 0 0 0
63 80 14456 0 0 0 0
64 79 14292 0 0 0 0
65 80 14540 0 0 0 0
66 79 14373 0 0 0 0
67 79 14391 0 0 0 0
68 78 14308 0 0 0 0
69 78 14355 0 0 0 0
70 78 14412 0 0 0 0
71 77 14309 0 0 0 0
72 77 14402 0 0 0 0
73 77 14467 0 0 0 0
74 77 14418 0 0 0 0
75 76 14299 0 0 0 0
76 77 14505 0 0 0 0
77 76 14319 0 0 0 0
78 76 14273 0 0 0 0
79 77 14382 0 0 0 0
80 78 14517 0 0 0 0
81 77 14321 0 0 0 0
82 78 14459 0 0 0 0
83 78 14418 0 0 0 0
84 78 14370 0 0 0 0
85 78 14337 0 0 0 0
86 78 14357 0 0 0 0
87 78 14352 0 0 0 0
88 78 14420 0 0 0 0
89 78 14433 0 0 0 0
90 78 14469 0 0 0 0
91 77 14366 0 0 0 0
92 77 14335 0 0 0 0
93 77 14355 0 0 0 0
94 77 14395 0 0 0 0
95 77 14397 0 0 0 0
96 77 14408 0 0 0 0
97 77 14461 0 0 0 0
98 77 14458 0 0 0 0
99 77 14447 0 0 0 0
100 77 14358 0 0 0 0
101 77 14343 0 0 0 0
102 77 14351 0 0 0 0
103 78 14560 0 0 0 0
104 77 14406 0 0 0 0
105 77 14413 0 0 0 0
106 77 14409 0 0 0 0
107 77 14455 0 0 0 0
108 77 14436 0 0 0 0
109 77 14399 0 0 0 0
110 77 14392 0 0 0 0
111 77 14371 0 0 0 0
112 77 14386 0 0 0 0
113 77 14360 0 0 0 0
114 78 14415 0 0 0 0
115 78 14385 0 0 0 0
116 78 14348 0 0 0 0
117 79 14536 0 0 0 0
118 78 14375 0 0 0 0
119 78 14388 0 0 0 0
120 77 14241 0 0 0 0
121 78 14440 0 0 0 0
122 78 14416 0 0 0 0
123 79 14535 0 0 0 0
124 78 14311 0 0 0 0
125 79 14524 0 0 0 0
126 78 14450 0 0 0 0
127 78 14414 0 0 0 0
128 78 14361 0 0 0 0
129 78 14320 0 0 0 0
130 79 14466 0 0 0 0
131 79 14395 0 0 0 0
132 80 14524 0 0 0 0
133 79 14310 0 0 0 0
134 79 14322 0 0 0 0
135 79 14391 0 0 0 0
136 79 14406 0 0 0 0
137 79 14345 0 0 0 0
138 79 14318 0 0 0 0
139 79 14327 0 0 0 0
140 80 14551 0 0 0 0
141 79 14345 0 0 0 0
142 79 14300 0 0 0 0
143 80 14479 0 0 0 0
144 79 14355 0 0 0 0
145 80 14560 0 0 0 0
146 79 14354 0 0 0 0
147 79 14340 0 0 0 0
148 80 14516 0 0 0 0
149 79 14360 0 0 0 0
150 80 14497 0 0 0 0
151 80 14426 0 0 0 0
