block n60 sum_rr60 bad60 hold drowsy alert
0 5 901 1 1 0 0
1 12 2164 1 1 0 0
2 18 3253 1 1 0 0
3 25 4488 1 1 0 0
4 32 5733 1 1 0 0
5 39 6912 1 1 0 0
6 46 8114 1 1 0 0
7 53 9329 1 1 0 0
8 60 10564 1 1 0 0
9 66 11656 1 1 0 0
10 72 12810 1 1 0 0
11 79 14112 1 1 0 0
12 80 14311 0 1 0 0
13 80 14315 0 1 0 0
14 81 14529 0 1 0 0
15 80 14412 0 1 0 0
16 79 14305 0 1 0 0
17 79 14317 0 1 0 0
18 79 14401 0 1 0 0
19 79 14454 0 1 0 0
20 78 14349 0 1 0 0
21 78 14425 0 1 0 0
22 78 14397 0 1 0 0
23 78 14442 0 1 0 0
24 78 14469 0 1 0 0
25 78 14443 0 1 0 0
26 77 14247 0 1 0 0
27 78 14460 0 1 0 0
28 78 14454 0 1 0 0
29 77 14388 0 1 0 0
30 77 14441 0 1 0 0
31 76 14307 0 1 0 0
32 76 14321 0 1 0 0
33 77 14473 0 1 0 0
34 77 14405 0 1 0 0
35 76 14248 0 1 0 0
36 77 14403 0 0 0 0
37 76 14349 0 0 0 0
38 77 14532 0 0 0 0
39 77 14385 0 0 0 0
40 78 14389 0 0 0 0
41 79 14456 0 0 0 0
42 80 14417 0 0 0 0
43 80 14440 0 0 0 0
44 81 14542 0 0 0 0
45 81 14430 0 0 0 0
46 81 14474 0 0 0 0
47 82 14545 0 0 0 0
48 81 14323 0 0 0 0
49 82 14393 0 0 0 0
50 82 14351 0 0 0 0
51 81 14301 0 0 0 0
52 81 14439 0 0 0 0
53 80 14366 0 0 0 0
54 79 14344 0 0 0 0
55 79 14370 0 0 0 0
56 78 14246 0 0 0 0
57 78 14319 0 0 0 0
58 78 14350 0 0 0 0
59 78 14351 0 0 0 0
60 79 14542 0 0 0 0
61 78 14397 0 0 0 0
62 78 14412 0 0 0 0
63 79 14517 0 0 0 0
64 78 14288 0 0 0 0
65 79 14436 0 0 0 0
66 79 14381 0 0 0 0
67 80 14438 0 0 0 0
68 80 14458 0 0 0 0
69 79 14310 0 0 0 0
70 80 14469 0 0 0 0
71 79 14315 0 0 0 0
72 79 14382 0 0 0 0
73 79 14407 0 0 0 0
74 78 14314 0 0 0 0
75 77 14232 0 0 0 0
76 78 14475 0 0 0 0
77 78 14419 0 0 0 0
78 78 14447 0 0 0 0
79 77 14363 0 0 0 0
80 78 14481 0 0 0 0
81 78 14501 0 0 0 0
82 77 14316 0 0 0 0
83 77 14398 0 0 0 0
84 77 14371 0 0 0 0
85 77 14373 0 0 0 0
86 77 14359 0 0 0 0
87 78 14483 0 0 0 0
88 77 14364 0 0 0 0
89 76 14291 0 0 0 0
90 76 14374 0 0 0 0
91 77 14469 0 0 0 0
92 77 14328 0 0 0 0
93 78 14466 0 0 0 0
94 78 14473 0 0 0 0
95 78 14401 0 0 0 0
96 78 14388 0 0 0 0
97 79 14527 0 0 0 0
98 79 14453 0 0 0 0
99 79 14431 0 0 0 0
100 79 14417 0 0 0 0
101 79 14428 0 0 0 0
102 79 14428 0 0 0 0
103 78 14268 0 0 0 0
104 77 14295 0 0 0 0
105 77 14303 0 0 0 0
106 78 14439 0 0 0 0
107 79 14495 0 0 0 0
108 79 14363 0 0 0 0
109 79 14314 0 0 0 0
110 80 14460 0 0 0 0
111 79 14400 0 0 0 0
112 79 14218 1 0 0 0
113 78 14134 1 0 0 0
114 78 14100 1 0 0 0
115 78 14181 1 0 0 0
116 78 14196 1 0 0 0
117 78 14228 1 0 0 0
118 77 14163 1 0 0 0
119 76 14084 1 0 0 0
120 76 14250 1 0 0 0
121 75 14139 1 0 0 0
122 75 14170 1 0 0 0
123 76 14138 1 0 0 0
124 77 14373 0 0 0 0
125 79 14494 0 0 0 0
126 79 14467 0 0 0 0
127 79 14371 0 0 0 0
128 81 14490 0 0 0 0
129 80 14294 0 0 0 0
130 81 14422 0 0 0 0
131 81 14513 0 0 0 0
132 80 14350 0 0 0 0
133 80 14427 0 0 0 0
134 79 14411 0 0 0 0
135 78 14461 0 0 0 0
136 77 14364 0 0 0 0
137 76 14342 0 0 0 0
138 76 14377 0 0 0 0
139 76 14427 0 0 0 0
140 74 14315 0 0 0 0
141 75 14454 0 0 0 0
142 74 14284 0 0 0 0
143 75 14411 0 0 0 0
144 75 14341 0 0 0 0
145 76 14354 0 0 0 0
146 77 14388 0 0 0 0
147 78 14434 0 0 0 0
148 78 14393 0 0 0 0
149 80 14527 0 0 0 0
150 79 14321 0 0 0 0
151 80 14483 0 0 0 0
152 80 14441 0 0 0 0
153 80 14412 0 0 0 0
154 80 14416 0 0 0 0
155 80 14364 0 0 0 0
156 80 14451 0 0 0 0
157 80 14538 0 0 0 0
158 79 14397 0 0 0 0
159 78 14243 0 0 0 0
160 79 14533 0 0 0 0
161 77 14308 0 0 0 0
162 79 14539 0 0 0 0
163 78 14295 0 0 0 0
164 79 14459 0 0 0 0
165 78 14382 0 0 0 0
166 79 14422 0 0 0 0
167 78 14316 0 0 0 0
168 79 14395 0 0 0 0
169 79 14297 0 0 0 0
170 81 14468 0 0 0 0
171 81 14440 0 0 0 0
172 82 14406 0 0 0 0
173 82 14394 0 0 0 0
174 81 14240 0 0 0 0
175 82 14485 0 0 0 0
176 81 14304 0 0 0 0
177 81 14325 0 0 0 0
178 80 14302 0 0 0 0
179 81 14527 0 0 0 0
180 80 14439 0 0 0 0
181 79 14422 0 0 0 0
