block n60 sum_rr60 bad60 hold drowsy
0 5 950 1 1 0
1 11 2075 1 1 0
2 17 3219 1 1 0
3 24 4550 1 1 0
4 30 5682 1 1 0
5 37 6932 1 1 0
6 44 8117 1 1 0
7 51 9257 1 1 0
8 58 10430 1 1 0
9 65 11610 1 1 0
10 72 12836 1 1 0
11 79 14053 1 1 0
12 81 14358 0 1 0
13 81 14309 0 1 0
14 82 14437 0 1 0
15 81 14219 0 1 0
16 82 14343 0 1 0
17 82 14375 0 1 0
18 81 14301 0 1 0
19 81 14485 0 1 0
20 80 14477 0 1 0
21 79 14450 0 1 0
22 78 14385 0 1 0
23 77 14321 0 1 0
24 77 14397 0 1 0
25 77 14465 0 1 0
26 76 14355 0 1 0
27 76 14395 0 1 0
28 76 14508 0 1 0
29 75 14363 0 1 0
30 75 14428 0 1 0
31 74 14256 0 1 0
32 75 14446 0 1 0
33 75 14427 0 1 0
34 75 14429 0 1 0
35 75 14432 0 1 0
36 74 14282 0 0 0
37 75 14501 0 0 0
38 75 14524 0 0 0
39 75 14526 0 0 0
40 74 14317 0 0 0
41 74 14358 0 0 0
42 74 14322 0 0 0
43 75 14494 0 0 0
44 74 14288 0 0 0
45 74 14290 0 0 0
46 75 14367 0 0 0
47 76 14460 0 0 0
48 77 14537 0 0 0
49 76 14248 0 0 0
50 77 14312 0 0 0
51 78 14421 0 0 0
52 78 14353 0 0 0
53 79 14505 0 0 0
54 79 14530 0 0 0
55 78 14308 0 0 0
56 79 14442 0 0 0
57 79 14455 0 0 0
58 78 14375 0 0 0
59 78 14461 0 0 0
60 77 14311 0 0 0
61 78 14546 0 0 0
62 77 14420 0 0 0
63 76 14272 0 0 0
64 77 14496 0 0 0
65 76 14309 0 0 0
66 77 14438 0 0 0
67 77 14441 0 0 0
68 76 14343 0 0 0
69 76 14401 0 0 0
70 77 14548 0 0 0
71 76 14339 0 0 0
72 77 14498 0 0 0
73 76 14380 0 0 0
74 76 14441 0 0 0
75 76 14445 0 0 0
76 75 14266 0 0 0
77 76 14506 0 0 0
78 75 14336 0 0 0
79 75 14326 0 0 0
80 76 14444 0 0 0
81 77 14520 0 0 0
82 76 14342 0 0 0
83 76 14356 0 0 0
84 76 14417 0 0 0
85 76 14361 0 0 0
86 76 14276 0 0 0
87 77 14431 0 0 0
88 77 14407 0 0 0
89 77 14326 0 0 0
90 77 14302 0 0 0
91 78 14500 0 0 0
92 77 14314 0 0 0
93 77 14321 0 0 0
94 77 14295 0 0 0
95 78 14472 0 0 0
96 77 14271 0 0 0
97 78 14400 0 0 0
98 78 14417 0 0 0
99 78 14435 0 0 0
100 78 14453 0 0 0
101 78 14446 0 0 0
102 78 14471 0 0 0
