block n60 sum_rr60 bad60 hold drowsy alert
0 4 419 5 1 0 0
1 9 1303 7 1 0 0
2 15 2512 7 1 0 0
3 21 3728 7 1 0 0
4 27 4911 7 1 0 0
5 33 6090 7 1 0 0
6 39 7289 7 1 0 0
7 45 8481 7 1 0 0
8 51 9737 7 1 0 0
9 57 10954 7 1 0 0
10 63 12200 7 1 0 0
11 69 13373 7 1 0 0
12 71 14168 2 1 0 0
13 72 14469 0 1 0 0
14 72 14477 0 1 0 0
15 72 14466 0 1 0 0
16 71 14294 0 1 0 0
17 71 14345 0 1 0 0
18 71 14381 0 1 0 0
19 71 14400 0 1 0 0
20 71 14376 0 1 0 0
21 71 14341 0 1 0 0
22 71 14364 0 1 0 0
23 70 14220 0 1 0 0
24 70 14270 0 1 0 0
25 70 14306 0 1 0 0
26 70 14291 0 1 0 0
27 70 14312 0 1 0 0
28 71 14516 0 1 0 0
29 71 14454 0 1 0 0
30 71 14408 0 1 0 0
31 71 14373 0 1 0 0
32 71 14359 0 1 0 0
33 71 14379 0 1 0 0
34 71 14335 0 1 0 0
35 72 14559 0 1 0 0
36 72 14507 0 0 0 0
37 72 14512 0 0 0 0
38 71 14339 0 0 0 0
39 71 14317 0 0 0 0
40 71 14361 0 0 0 0
41 71 14447 0 0 0 0
42 71 14465 0 0 0 0
43 71 14435 0 0 0 0
44 71 14395 0 0 0 0
45 71 14368 0 0 0 0
46 71 14361 0 0 0 0
47 71 14339 0 0 0 0
48 71 14285 0 0 0 0
49 71 14234 0 0 0 0
50 73 14540 0 0 0 0
51 73 14551 0 0 0 0
52 73 14456 0 0 0 0
53 73 14427 0 0 0 0
54 73 14410 0 0 0 0
55 73 14464 0 0 0 0
56 73 14487 0 0 0 0
57 73 14544 0 0 0 0
58 73 14539 0 0 0 0
59 72 14327 0 0 0 0
60 72 14373 0 0 0 0
61 73 14520 0 0 0 0
62 72 14335 0 0 0 0
63 72 14303 0 0 0 0
64 72 14391 0 0 0 0
65 72 14362 0 0 0 0
66 72 14299 0 0 0 0
67 72 14303 0 0 0 0
68 72 14274 0 0 0 0
69 72 14261 0 0 0 0
70 72 14285 0 0 0 0
71 73 14459 0 0 0 0
72 73 14485 0 0 0 0
73 72 14285 0 0 0 0
74 73 14458 0 0 0 0
75 73 14430 0 0 0 0
76 73 14348 0 0 0 0
77 73 14400 0 0 0 0
78 73 14484 0 0 0 0
79 73 14502 0 0 0 0
80 73 14470 0 0 0 0
81 73 14414 0 0 0 0
82 73 14346 0 0 0 0
83 74 14520 0 0 0 0
84 74 14412 0 0 0 0
85 75 14557 0 0 0 0
86 74 14373 0 0 0 0
87 74 14347 0 0 0 0
88 74 14390 0 0 0 0
89 74 14449 0 0 0 0
90 73 14292 0 0 0 0
91 73 14282 0 0 0 0
92 73 14359 0 0 0 0
93 73 14465 0 0 0 0
94 73 14551 0 0 0 0
95 71 14233 0 0 0 0
96 71 14321 0 0 0 0
97 70 14262 0 0 0 0
98 70 14322 0 0 0 0
99 70 14399 0 0 0 0
100 70 14393 0 0 0 0
101 70 14271 0 0 0 0
102 72 14557 0 0 0 0
103 72 14498 0 0 0 0
104 72 14443 0 0 0 0
105 72 14352 0 0 0 0
106 73 14352 0 0 0 0
107 74 14565 0 0 0 0
108 74 14558 0 0 0 0
109 74 14543 0 0 0 0
110 73 14368 0 0 0 0
111 74 14535 0 0 0 0
112 74 14543 0 0 0 0
113 74 14526 0 0 0 0
114 73 14341 0 0 0 0
115 73 14355 0 0 0 0
116 74 14434 0 0 0 0
117 74 14419 0 0 0 0
118 73 14352 0 0 0 0
119 73 14278 0 0 0 0
120 73 14339 0 0 0 0
121 73 14381 0 0 0 0
122 74 14576 0 0 0 0
123 73 14378 0 0 0 0
124 73 14324 0 0 0 0
125 73 14292 0 0 0 0
126 74 14351 0 0 0 0
127 74 14354 0 0 0 0
128 74 14438 0 0 0 0
129 73 14309 0 0 0 0
130 73 14369 0 0 0 0
131 73 14403 0 0 0 0
132 73 14290 0 0 0 0
133 73 14254 0 0 0 0
134 73 14223 0 0 0 0
135 74 14422 0 0 0 0
136 74 14458 0 0 0 0
137 74 14516 0 0 0 0
138 73 14470 0 0 0 0
139 73 14442 0 0 0 0
140 72 14278 0 0 0 0
141 74 14541 0 0 0 0
142 75 14485 0 0 0 0
143 75 14448 0 0 0 0
144 75 14467 0 0 0 0
145 75 14440 0 0 0 0
146 76 14493 0 0 0 0
147 75 14247 0 0 0 0
148 76 14364 0 0 0 0
149 76 14340 0 0 0 0
150 76 14366 0 0 0 0
151 76 14405 0 0 0 0
152 76 14486 0 0 0 0
153 75 14380 0 0 0 0
154 74 14394 0 0 0 0
155 74 14397 0 0 0 0
156 74 14438 0 0 0 0
157 74 14428 0 0 0 0
