block n60 sum_rr60 bad60 hold drowsy alert
0 4 882 1 1 0 0
1 10 2087 1 1 0 0
2 15 3142 1 1 0 0
3 21 4366 1 1 0 0
4 28 5681 1 1 0 0
5 35 6925 1 1 0 0
6 41 8122 1 1 0 0
7 47 9263 1 1 0 0
8 53 10549 1 1 0 0
9 59 11692 1 1 0 0
10 66 12929 1 1 0 0
11 71 13968 1 1 0 0
12 73 14277 0 1 0 0
13 73 14312 0 1 0 0
14 74 14459 0 1 0 0
15 74 14470 0 1 0 0
16 73 14329 0 1 0 0
17 72 14296 0 1 0 0
18 73 14430 0 1 0 0
19 73 14479 0 1 0 0
20 72 14199 0 1 0 0
21 72 14289 0 1 0 0
22 71 14296 0 1 0 0
23 72 14494 0 1 0 0
24 72 14537 0 1 0 0
25 72 14529 0 1 0 0
26 71 14375 0 1 0 0
27 71 14378 0 1 0 0
28 71 14459 0 1 0 0
29 71 14455 0 1 0 0
30 70 14335 0 1 0 0
31 70 14307 0 1 0 0
32 71 14493 0 1 0 0
33 71 14454 0 1 0 0
34 72 14486 0 1 0 0
35 71 14297 0 1 0 0
36 72 14421 0 0 0 0
37 72 14386 0 0 0 0
38 73 14506 0 0 0 0
39 73 14431 0 0 0 0
40 73 14342 0 0 0 0
41 73 14387 0 0 0 0
42 73 14392 0 0 0 0
43 73 14409 0 0 0 0
44 73 14369 0 0 0 0
45 73 14424 0 0 0 0
46 72 14314 0 0 0 0
47 73 14536 0 0 0 0
48 72 14339 0 0 0 0
49 72 14325 0 0 0 0
50 72 14368 0 0 0 0
51 72 14459 0 0 0 0
52 72 14509 0 0 0 0
53 72 14482 0 0 0 0
54 71 14304 0 0 0 0
55 71 14346 0 0 0 0
56 71 14441 0 0 0 0
57 71 14387 0 0 0 0
58 71 14463 0 0 0 0
59 71 14332 0 0 0 0
60 71 14317 0 0 0 0
61 72 14508 0 0 0 0
62 72 14484 0 0 0 0
63 72 14421 0 0 0 0
64 72 14396 0 0 0 0
65 72 14275 0 0 0 0
66 73 14425 0 0 0 0
67 73 14422 0 0 0 0
68 73 14386 0 0 0 0
69 73 14355 0 0 0 0
70 73 14344 0 0 0 0
71 73 14358 0 0 0 0
72 73 14407 0 0 0 0
73 73 14386 0 0 0 0
74 72 14230 0 0 0 0
75 73 14379 0 0 0 0
76 73 14378 0 0 0 0
77 73 14422 0 0 0 0
78 74 14476 0 0 0 0
79 74 14397 0 0 0 0
80 74 14341 0 0 0 0
81 74 14370 0 0 0 0
82 74 14325 0 0 0 0
83 75 14546 0 0 0 0
84 75 14552 0 0 0 0
85 73 14238 0 0 0 0
86 74 14388 0 0 0 0
87 73 14338 0 0 0 0
88 74 14441 0 0 0 0
89 74 14476 0 0 0 0
90 73 14434 0 0 0 0
91 72 14363 0 0 0 0
92 72 14383 0 0 0 0
93 72 14425 0 0 0 0
94 72 14456 0 0 0 0
95 71 14338 0 0 0 0
96 71 14311 0 0 0 0
97 72 14424 0 0 0 0
98 72 14436 0 0 0 0
99 72 14311 0 0 0 0
100 71 14282 0 0 0 0
101 71 14294 0 0 0 0
102 71 14328 0 0 0 0
103 72 14482 0 0 0 0
104 72 14490 0 0 0 0
105 72 14439 0 0 0 0
106 72 14364 0 0 0 0
107 73 14453 0 0 0 0
108 73 14434 0 0 0 0
109 73 14445 0 0 0 0
110 74 14552 0 0 0 0
111 74 14490 0 0 0 0
112 75 14529 0 0 0 0
113 75 14487 0 0 0 0
114 75 14351 0 0 0 0
115 75 14329 0 0 0 0
116 76 14480 0 0 0 0
117 76 14494 0 0 0 0
118 76 14513 0 0 0 0
119 75 14305 0 0 0 0
120 75 14310 0 0 0 0
121 76 14474 0 0 0 0
122 75 14366 0 0 0 0
123 75 14393 0 0 0 0
124 74 14324 0 0 0 0
125 74 14307 0 0 0 0
126 75 14545 0 0 0 0
