block n60 sum_rr60 bad60 hold drowsy
0 5 647 3 1 0
1 11 1925 3 1 0
2 16 2971 3 1 0
3 22 4238 3 1 0
4 27 5307 3 1 0
5 33 6611 3 1 0
6 39 7872 3 1 0
7 44 8930 3 1 0
8 50 10228 3 1 0
9 55 11315 3 1 0
10 61 12610 3 1 0
11 67 13900 3 1 0
12 67 14343 0 1 0
13 67 14376 0 1 0
14 67 14422 0 1 0
15 67 14455 0 1 0
16 67 14458 0 1 0
17 67 14455 0 1 0
18 66 14269 0 1 0
19 67 14510 0 1 0
20 66 14298 0 1 0
21 67 14502 0 1 0
22 67 14511 0 1 0
23 66 14280 0 1 0
24 67 14389 0 1 0
25 67 14379 0 1 0
26 67 14413 0 1 0
27 66 14238 0 1 0
28 67 14519 0 1 0
29 66 14343 0 1 0
30 66 14386 0 1 0
31 66 14424 0 1 0
32 66 14452 0 1 0
33 66 14498 0 1 0
34 65 14310 0 1 0
35 62 13688 3 1 0
36 62 13774 3 0 0
37 62 13782 3 0 0
38 62 13734 3 0 0
39 63 13902 3 0 0
40 62 13629 3 0 0
41 63 13789 3 0 0
42 64 13934 3 0 0
43 63 13681 3 0 0
44 64 13866 3 0 0
45 63 13606 3 0 0
46 64 13739 3 0 0
47 68 14548 0 0 0
48 67 14323 0 0 0
49 67 14331 0 0 0
50 67 14344 0 0 0
51 67 14370 0 0 0
52 67 14388 0 0 0
53 67 14422 0 0 0
54 66 14267 0 0 0
55 67 14481 0 0 0
56 66 14270 0 0 0
57 67 14499 0 0 0
58 66 14342 0 0 0
59 66 14401 0 0 0
60 66 14420 0 0 0
61 66 14406 0 0 0
62 66 14412 0 0 0
63 66 14395 0 0 0
64 66 14380 0 0 0
65 66 14369 0 0 0
66 66 14351 0 0 0
67 66 14330 0 0 0
68 67 14521 0 0 0
69 66 14295 0 0 0
70 67 14495 0 0 0
71 66 14276 0 0 0
72 67 14502 0 0 0
73 66 14263 0 0 0
74 67 14419 0 0 0
75 67 14404 0 0 0
76 68 14573 0 0 0
77 67 14334 0 0 0
78 68 14516 0 0 0
79 68 14477 0 0 0
80 68 14416 0 0 0
81 68 14376 0 0 0
82 68 14348 0 0 0
83 69 14546 0 0 0
84 68 14337 0 0 0
85 69 14594 0 0 0
86 68 14426 0 0 0
87 67 14246 0 0 0
88 67 14347 0 0 0
89 67 14417 0 0 0
90 66 14284 0 0 0
91 66 14406 0 0 0
92 65 14297 0 0 0
93 65 14388 0 0 0
94 65 14485 0 0 0
95 64 14322 0 0 0
96 64 14322 0 0 0
97 64 14302 0 0 0
98 64 14311 0 0 0
99 65 14531 0 0 0
100 64 14287 0 0 0
101 65 14464 0 0 0
102 65 14426 0 0 0
103 65 14409 0 0 0
104 64 14190 2 0 0
105 64 13965 4 0 0
106 63 13705 4 0 0
107 63 13692 4 0 0
108 64 13938 4 0 0
109 63 13783 4 0 0
110 63 13835 4 0 0
111 63 13840 4 0 0
112 63 13812 4 0 0
113 63 13791 4 0 0
114 63 13792 4 0 0
115 63 13777 4 0 0
116 64 13990 2 0 0
117 65 14382 0 0 0
118 65 14349 0 0 0
119 66 14519 0 0 0
120 66 14404 0 0 0
121 67 14494 0 0 0
122 67 14396 0 0 0
123 67 14325 0 0 0
124 68 14502 0 0 0
