block n60 sum_rr60 hold drowsy
0 3 528 1 0
1 9 1746 1 0
2 15 2983 1 0
3 21 4161 1 0
4 27 5342 1 0
5 33 6474 1 0
6 39 7650 1 0
7 46 9000 1 0
8 51 10077 1 0
9 57 11314 1 0
10 63 12434 1 0
11 70 13726 1 0
12 73 14362 1 0
13 73 14349 1 0
14 72 14320 1 0
15 71 14210 1 0
16 70 14257 1 0
17 70 14430 1 0
18 69 14379 1 0
19 68 14281 1 0
20 68 14393 1 0
21 67 14304 1 0
22 66 14350 1 0
23 65 14358 1 0
24 65 14478 1 0
25 64 14345 1 0
26 65 14469 1 0
27 65 14531 1 0
28 65 14453 1 0
29 64 14309 1 0
30 65 14504 1 0
31 65 14509 1 0
32 65 14354 1 0
33 66 14563 1 0
34 66 14541 1 0
35 65 14366 1 0
36 64 14242 0 0
37 65 14504 0 0
38 64 14257 0 0
39 65 14466 0 0
40 65 14441 0 0
41 65 14443 0 0
42 64 14261 0 0
43 64 14380 0 0
44 64 14472 0 1
45 63 14195 0 1
46 64 14423 0 1
47 64 14371 0 0
48 65 14579 0 0
49 64 14401 0 0
50 64 14484 0 1
51 63 14321 0 1
52 63 14361 0 1
53 63 14339 0 1
54 64 14568 0 1
55 63 14334 0 1
56 64 14495 0 1
57 64 14543 0 1
58 63 14266 0 1
59 64 14517 0 1
60 63 14282 0 1
61 63 14240 0 1
62 64 14410 0 1
63 64 14312 0 0
64 65 14525 0 0
65 65 14449 0 0
66 64 14254 0 0
67 65 14484 0 0
68 64 14315 0 0
69 64 14296 0 0
70 65 14548 0 0
71 64 14313 0 0
72 65 14516 0 0
73 65 14495 0 0
74 65 14411 0 0
75 66 14595 0 0
76 65 14300 0 0
77 66 14452 0 0
78 67 14551 0 0
79 66 14296 0 0
80 66 14301 0 0
81 67 14586 0 0
82 66 14338 0 0
83 66 14360 0 0
84 66 14336 0 0
85 66 14318 0 0
86 66 14353 0 0
87 66 14405 0 0
88 66 14408 0 0
89 66 14436 0 0
90 65 14304 0 0
91 66 14468 0 0
92 66 14408 0 0
93 66 14302 0 0
94 67 14467 0 0
95 67 14448 0 0
96 67 14401 0 0
97 68 14603 0 0
98 67 14329 0 0
99 67 14243 0 0
100 68 14373 0 0
101 68 14390 0 0
102 69 14487 0 0
103 68 14276 0 0
104 69 14522 0 0
105 68 14306 0 0
