block n60 sum_rr60 hold drowsy
0 4 859 1 0
1 10 2001 1 0
2 16 3262 1 0
3 22 4534 1 0
4 27 5568 1 0
5 32 6563 1 0
6 37 7704 1 0
7 42 8778 1 0
8 48 10151 1 0
9 53 11273 1 0
10 59 12583 1 0
11 64 13633 1 0
12 66 13975 1 0
13 66 14048 1 0
14 66 14052 1 0
15 66 13946 1 0
16 67 14140 1 0
17 68 14372 1 0
18 69 14426 1 0
19 70 14568 1 0
20 70 14426 1 0
21 71 14507 1 0
22 70 14267 1 0
23 71 14529 1 0
24 70 14430 1 0
25 70 14506 1 0
26 69 14325 1 0
27 69 14414 1 0
28 69 14400 1 0
29 69 14393 1 0
30 69 14447 1 0
31 68 14260 1 0
32 68 14320 1 0
33 68 14368 1 0
34 69 14515 1 0
35 69 14436 1 0
36 69 14337 0 0
37 69 14283 0 0
38 70 14440 0 0
39 70 14378 0 0
40 70 14323 0 0
41 70 14334 0 0
42 70 14359 0 0
43 70 14476 0 0
44 69 14299 0 0
45 69 14404 0 0
46 68 14318 0 0
47 68 14392 0 0
48 68 14442 0 0
49 68 14484 0 0
50 67 14313 0 0
51 67 14413 0 0
52 67 14560 0 0
53 66 14411 0 0
54 66 14430 0 0
55 66 14401 0 0
56 67 14594 0 0
57 66 14327 0 0
58 66 14299 0 0
59 66 14321 0 0
60 66 14399 0 0
61 66 14416 0 0
62 66 14428 0 0
63 66 14353 0 0
64 66 14335 0 0
65 67 14416 0 0
66 67 14291 0 0
67 68 14321 0 0
68 69 14356 0 0
69 70 14422 0 0
70 71 14458 0 0
71 71 14302 0 0
72 72 14364 0 0
73 72 14291 0 0
74 73 14434 0 0
75 73 14416 0 0
76 73 14410 0 0
77 72 14325 0 0
78 72 14445 0 0
79 71 14390 0 0
80 70 14334 0 0
81 70 14466 0 0
82 69 14431 0 0
83 69 14492 0 0
84 69 14534 0 0
85 68 14389 0 0
86 68 14454 0 0
87 68 14475 0 0
88 67 14293 0 0
89 68 14543 0 0
90 67 14323 0 0
91 68 14537 0 0
92 67 14361 0 0
93 67 14352 0 0
94 67 14328 0 0
95 67 14369 0 0
96 67 14435 0 0
97 67 14390 0 0
98 68 14485 0 0
99 67 14382 0 0
100 68 14563 0 0
101 67 14238 0 0
102 68 14449 0 0
103 68 14375 0 0
104 69 14442 0 0
105 69 14428 0 0
106 69 14435 0 0
107 69 14402 0 0
108 69 14386 0 0
109 70 14588 0 0
110 68 14258 0 0
111 69 14380 0 0
112 69 14328 0 0
113 70 14539 0 0
114 70 14497 0 0
115 70 14402 0 0
116 70 14364 0 0
117 70 14266 0 0
118 72 14506 0 0
119 72 14395 0 0
120 72 14315 0 0
121 72 14281 0 0
122 73 14481 0 0
123 73 14442 0 0
124 73 14398 0 0
125 73 14447 0 0
126 72 14316 0 0
127 72 14466 0 0
128 71 14432 0 0
129 71 14564 0 0
130 70 14387 0 0
131 70 14453 0 0
132 70 14409 0 0
133 70 14433 0 0
134 70 14417 0 0
135 69 14300 0 0
136 69 14388 0 0
137 68 14206 0 0
138 69 14344 0 0
139 69 14336 0 0
140 70 14472 0 0
141 70 14364 0 0
142 70 14397 0 0
143 70 14339 0 0
144 70 14360 0 0
145 71 14457 0 0
146 71 14381 0 0
147 72 14505 0 0
148 72 14426 0 0
149 73 14597 0 0
150 72 14456 0 0
151 71 14282 0 0
152 71 14380 0 0
153 70 14287 0 0
154 70 14398 0 0
155 70 14533 0 0
156 69 14401 0 0
157 68 14248 0 0
158 68 14316 0 0
159 68 14338 0 0
160 68 14358 0 0
161 68 14323 0 0
162 69 14425 0 0
163 69 14398 0 0
164 69 14279 0 0
165 70 14375 0 0
166 71 14427 0 0
167 71 14350 0 0
168 72 14533 0 0
169 72 14541 0 0
170 72 14444 0 0
171 72 14362 0 0
172 73 14505 0 0
173 73 14467 0 0
174 73 14462 0 0
175 74 14560 0 0
176 74 14536 0 0
177 74 14552 0 0
178 73 14347 0 0
179 73 14348 0 0
180 73 14288 0 0
181 73 14360 0 0
182 73 14463 0 0
183 73 14516 0 0
184 71 14223 0 0
185 71 14373 0 0
186 70 14248 0 0
187 70 14339 0 0
188 70 14419 0 0
189 69 14287 0 0
190 69 14372 0 0
191 69 14336 0 0
192 69 14386 0 0
193 69 14296 0 0
194 69 14310 0 0
195 69 14375 0 0
196 70 14566 0 0
197 69 14373 0 0
198 69 14415 0 0
199 69 14442 0 0
200 68 14286 0 0
