block n60 sum_rr60 bad60 hold drowsy alert
0 3 656 3 1 0 0
1 8 1788 3 1 0 0
2 14 3086 3 1 0 0
3 19 4176 3 1 0 0
4 24 5295 3 1 0 0
5 30 6547 3 1 0 0
6 35 7716 3 1 0 0
7 40 8897 3 1 0 0
8 45 10061 3 1 0 0
9 51 11456 3 1 0 0
10 56 12608 3 1 0 0
11 61 13693 3 1 0 0
12 64 14396 0 1 0 0
13 64 14389 0 1 0 0
14 63 14292 0 1 0 0
15 63 14430 0 1 0 0
16 63 14424 0 1 0 0
17 62 14331 0 1 0 0
18 63 14567 0 1 0 0
19 63 14551 0 1 0 0
20 63 14492 0 1 0 0
21 63 14424 0 1 0 0
22 63 14372 0 1 0 0
23 64 14587 0 1 0 0
24 63 14350 0 1 0 0
25 63 14332 0 1 0 0
26 64 14480 0 1 0 0
27 64 14357 0 1 0 0
28 64 14353 0 1 0 0
29 65 14482 0 1 0 0
30 64 14223 0 1 0 0
31 65 14440 0 1 0 0
32 65 14443 0 1 0 0
33 64 14250 0 1 0 0
34 65 14407 0 1 0 0
35 65 14394 0 1 0 0
36 65 14328 0 0 0 0
37 66 14545 0 0 0 0
38 65 14353 0 0 0 0
39 65 14404 0 0 0 0
40 65 14397 0 0 0 0
41 65 14427 0 0 0 0
42 65 14415 0 0 0 0
43 65 14353 0 0 0 0
44 65 14309 0 0 0 0
45 66 14522 0 0 0 0
46 65 14409 0 0 0 0
47 64 14225 0 0 0 0
48 65 14478 0 0 0 0
49 65 14347 0 0 0 0
50 66 14417 0 0 0 0
51 67 14501 0 0 0 0
52 67 14465 0 0 0 0
53 67 14444 0 0 0 0
54 67 14402 0 0 0 0
55 67 14317 0 0 0 0
56 68 14485 0 0 0 0
57 68 14424 0 0 0 0
58 68 14420 0 0 0 0
59 68 14438 0 0 0 0
60 68 14450 0 0 0 0
61 67 14381 0 0 0 0
62 66 14280 0 0 0 0
63 66 14375 0 0 0 0
64 66 14441 0 0 0 0
65 65 14267 0 0 0 0
66 66 14534 0 0 0 0
67 65 14420 0 0 0 0
68 64 14347 0 0 0 0
69 63 14226 0 0 0 0
70 64 14427 0 0 0 0
71 64 14391 0 0 0 0
72 64 14368 0 0 0 0
73 65 14495 0 0 0 0
74 65 14484 0 0 0 0
75 64 14258 0 0 0 0
76 65 14424 0 0 0 0
77 65 14441 0 0 0 0
78 64 14206 0 0 0 0
79 65 14467 0 0 0 0
80 65 14433 0 0 0 0
81 65 14427 0 0 0 0
82 65 14423 0 0 0 0
83 65 14438 0 0 0 0
84 65 14356 0 0 0 0
85 64 14207 0 0 0 0
86 65 14359 0 0 0 0
87 66 14558 0 0 0 0
88 65 14377 0 0 0 0
89 65 14417 0 0 0 0
90 65 14425 0 0 0 0
91 65 14376 0 0 0 0
92 65 14350 0 0 0 0
93 66 14520 0 0 0 0
94 65 14316 0 0 0 0
95 65 14336 0 0 0 0
96 65 14454 0 0 0 0
97 65 14482 0 0 0 0
98 65 14528 0 0 0 0
99 64 14352 0 0 0 0
100 64 14324 0 0 0 0
101 65 14403 0 0 0 0
102 66 14470 0 0 0 0
103 66 14464 0 0 0 0
104 66 14398 0 0 0 0
105 66 14387 0 0 0 0
106 67 14479 0 0 0 0
107 67 14470 0 0 0 0
108 66 14250 0 0 0 0
109 67 14478 0 0 0 0
110 66 14308 0 0 0 0
111 67 14477 0 0 0 0
112 67 14530 0 0 0 0
113 66 14402 0 0 0 0
114 66 14531 0 0 0 0
115 65 14225 0 0 0 0
116 66 14501 0 0 0 0
117 65 14250 0 0 0 0
118 65 14320 0 0 0 0
119 66 14497 0 0 0 0
120 66 14534 0 0 0 0
121 65 14293 0 0 0 0
122 66 14452 0 0 0 0
123 65 14259 0 0 0 0
124 66 14414 0 0 0 0
125 66 14393 0 0 0 0
126 66 14356 0 0 0 0
127 66 14414 0 0 0 0
128 66 14287 0 0 0 0
129 67 14488 0 0 0 0
130 67 14469 0 0 0 0
131 67 14420 0 0 0 0
132 68 14463 0 0 0 0
133 68 14426 0 0 0 0
134 68 14430 0 0 0 0
135 68 14447 0 0 0 0
136 67 14276 0 0 0 0
137 68 14514 0 0 0 0
138 67 14295 0 0 0 0
139 68 14555 0 0 0 0
140 67 14465 0 0 0 0
141 67 14394 0 0 0 0
142 66 14227 0 0 0 0
143 66 14289 0 0 0 0
144 65 14201 0 0 0 0
145 66 14413 0 0 0 0
146 66 14411 0 0 0 0
147 67 14469 0 0 0 0
148 68 14564 0 0 0 0
149 68 14419 0 0 0 0
150 69 14533 0 0 0 0
151 68 14211 0 0 0 0
152 69 14437 0 0 0 0
153 68 14305 0 0 0 0
154 69 14520 0 0 0 0
155 68 14311 0 0 0 0
156 69 14530 0 0 0 0
157 68 14298 0 0 0 0
158 68 14275 0 0 0 0
159 68 14396 0 0 0 0
160 67 14290 0 0 0 0
161 67 14314 0 0 0 0
162 67 14412 0 0 0 0
163 67 14426 0 0 0 0
164 67 14346 0 0 0 0
165 67 14409 0 0 0 0
166 67 14370 0 0 0 0
167 68 14488 0 0 0 0
168 68 14399 0 0 0 0
169 69 14584 0 0 0 0
170 69 14532 0 0 0 0
171 68 14298 0 0 0 0
172 69 14411 0 0 0 0
173 69 14432 0 0 0 0
174 68 14225 0 0 0 0
175 69 14532 0 0 0 0
176 68 14403 0 0 0 0
177 69 14592 0 0 0 0
178 68 14385 0 0 0 0
179 68 14482 0 0 0 0
180 67 14308 0 0 0 0
181 67 14420 0 0 0 0
182 66 14305 0 0 0 0
183 66 14348 0 0 0 0
184 66 14452 0 0 0 0
185 65 14299 0 0 0 0
186 66 14576 0 0 0 0
187 65 14389 0 0 0 0
188 65 14364 0 0 0 0
189 65 14257 0 0 0 0
190 66 14482 0 0 0 0
191 66 14397 0 0 0 0
192 66 14428 0 0 0 0
193 65 14219 0 0 0 0
194 66 14481 0 0 0 0
195 66 14479 0 0 0 0
196 66 14447 0 0 0 0
197 66 14387 0 0 0 0
198 66 14331 0 0 0 0
199 66 14260 0 0 0 0
200 67 14529 0 0 0 0
201 66 14368 0 0 0 0
202 66 14435 0 0 0 0
203 65 14275 0 0 0 0
204 66 14534 0 0 0 0
205 66 14520 0 0 0 0
206 65 14239 0 0 0 0
207 66 14382 0 0 0 0
208 66 14350 0 0 0 0
209 67 14512 0 0 0 0
210 67 14392 0 0 0 0
211 68 14520 0 0 0 0
212 67 14334 0 0 0 0
213 67 14413 0 0 0 0
214 67 14405 0 0 0 0
215 67 14476 0 0 0 0
216 67 14366 0 0 0 0
217 68 14437 0 0 0 0
218 68 14469 0 0 0 0
219 67 14318 0 0 0 0
220 67 14334 0 0 0 0
221 67 14436 0 0 0 0
222 67 14460 0 0 0 0
223 66 14371 0 0 0 0
224 66 14292 0 0 0 0
225 67 14497 0 0 0 0
226 66 14324 0 0 0 0
227 66 14294 0 0 0 0
228 66 14355 0 0 0 0
229 65 14269 0 0 0 0
230 66 14347 0 0 0 0
231 67 14517 0 0 0 0
232 66 14343 0 0 0 0
233 65 14211 0 0 0 0
234 65 14295 0 0 0 0
235 65 14304 0 0 0 0
236 67 14545 0 0 0 0
237 67 14392 0 0 0 0
238 68 14449 0 0 0 0
239 68 14503 0 0 0 0
240 67 14353 0 0 0 0
241 67 14333 0 0 0 0
242 67 14558 0 0 0 0
243 66 14407 0 0 0 0
244 66 14464 0 0 0 0
245 66 14461 0 0 0 0
246 65 14361 0 0 0 0
247 65 14390 0 0 0 0
248 64 14367 0 0 0 0
249 64 14396 0 0 0 0
250 63 14254 0 0 0 0
251 64 14375 0 0 0 0
252 65 14482 0 0 0 0
253 65 14478 0 0 0 0
254 65 14293 0 0 0 0
255 65 14387 0 0 0 0
256 65 14345 0 0 0 0
257 66 14539 0 0 0 0
258 66 14532 0 0 0 0
259 66 14511 0 0 0 0
260 65 14390 0 0 0 0
261 64 14368 0 0 0 0
262 64 14411 0 0 0 0
263 63 14341 0 0 0 0
264 63 14328 0 0 0 0
265 64 14413 0 0 0 0
266 64 14344 0 0 0 0
267 66 14485 0 0 0 0
268 66 14499 0 0 0 0
269 65 14296 0 0 0 0
270 65 14297 0 0 0 0
271 66 14421 0 0 0 0
272 66 14433 0 0 0 0
273 66 14361 0 0 0 0
274 67 14547 0 0 0 0
275 67 14450 0 0 0 0
276 66 14376 0 0 0 0
277 65 14361 0 0 0 0
278 65 14540 0 0 0 0
279 63 14325 0 0 0 0
280 64 14436 0 0 0 0
281 65 14488 0 0 0 0
282 65 14385 0 0 0 0
283 65 14401 0 0 0 0
284 65 14322 0 0 0 0
285 65 14494 0 0 0 0
286 64 14318 0 0 0 0
287 65 14443 0 0 0 0
288 65 14375 0 0 0 0
289 66 14489 0 0 0 0
290 65 14254 0 0 0 0
291 66 14397 0 0 0 0
292 65 14232 0 0 0 0
293 65 14250 0 0 0 0
294 66 14405 0 0 0 0
295 66 14470 0 0 0 0
296 66 14441 0 0 0 0
297 66 14284 0 0 0 0
298 67 14407 0 0 0 0
299 67 14347 0 0 0 0
