block n60 sum_rr60 hold drowsy
0 4 748 1 0
1 10 1951 1 0
2 16 3131 1 0
3 23 4457 1 0
4 29 5591 1 0
5 35 6704 1 0
6 42 8000 1 0
7 48 9121 1 0
8 55 10431 1 0
9 61 11584 1 0
10 67 12738 1 0
11 73 13890 1 0
12 75 14341 1 0
13 76 14521 1 0
14 76 14513 1 0
15 75 14386 1 0
16 75 14413 1 0
17 75 14454 1 0
18 74 14388 1 0
19 74 14542 1 0
20 72 14308 1 0
21 72 14466 1 0
22 71 14378 1 0
23 71 14430 1 0
24 71 14430 1 0
25 70 14254 1 0
26 70 14315 1 0
27 70 14326 1 0
28 70 14345 1 0
29 70 14391 1 0
30 70 14400 1 0
31 70 14310 1 0
32 71 14451 1 0
33 71 14361 1 0
34 72 14472 1 0
35 72 14482 1 0
36 72 14496 0 0
37 72 14475 0 0
38 72 14417 0 0
39 72 14352 0 0
40 73 14503 0 0
41 73 14471 0 0
42 73 14387 0 0
43 73 14348 0 0
44 73 14317 0 0
45 73 14298 0 0
46 73 14326 0 0
47 74 14418 0 0
48 74 14324 0 0
49 75 14441 0 0
50 75 14450 0 0
51 75 14546 0 0
52 74 14416 0 0
53 73 14274 0 0
54 73 14340 0 0
55 73 14436 0 0
56 73 14435 0 0
57 73 14385 0 0
58 74 14556 0 0
59 73 14458 0 0
60 72 14360 0 0
61 71 14280 0 0
62 71 14334 0 0
63 71 14334 0 0
64 71 14376 0 0
65 71 14384 0 0
66 71 14384 0 0
67 71 14364 0 0
68 71 14404 0 0
69 71 14445 0 0
70 70 14271 0 0
71 71 14398 0 0
72 72 14498 0 0
73 72 14428 0 0
74 72 14376 0 0
75 73 14460 0 0
76 73 14371 0 0
77 74 14525 0 0
78 74 14463 0 0
79 74 14411 0 0
80 74 14379 0 0
81 74 14370 0 0
82 74 14370 0 0
83 73 14208 0 0
84 74 14479 0 0
85 73 14332 0 0
86 73 14390 0 0
87 72 14269 0 0
88 72 14280 0 0
89 73 14456 0 0
90 73 14435 0 0
91 73 14372 0 0
92 74 14460 0 0
93 74 14461 0 0
94 74 14482 0 0
95 74 14531 0 0
96 73 14353 0 0
97 74 14540 0 0
98 74 14438 0 0
99 74 14404 0 0
100 75 14508 0 0
101 74 14255 0 0
102 74 14306 0 0
103 75 14559 0 0
104 74 14465 0 0
105 74 14496 0 0
106 73 14274 0 0
107 73 14309 0 0
108 73 14305 0 0
109 73 14315 0 0
110 73 14397 0 0
111 73 14391 0 0
112 72 14302 0 0
113 73 14516 0 0
114 73 14501 0 0
115 72 14371 0 0
116 72 14373 0 0
117 72 14359 0 0
118 73 14556 0 0
119 73 14494 0 0
120 73 14442 0 0
121 73 14424 0 0
122 73 14428 0 0
123 73 14518 0 0
124 72 14367 0 0
125 71 14265 0 0
126 71 14287 0 0
127 71 14279 0 0
128 71 14290 0 0
129 71 14291 0 0
130 71 14305 0 0
131 71 14328 0 0
132 71 14395 0 0
133 71 14408 0 0
134 71 14405 0 0
135 71 14353 0 0
136 72 14579 0 0
137 72 14554 0 0
138 72 14577 0 0
139 72 14540 0 0
140 72 14548 0 0
141 71 14385 0 0
142 71 14365 0 0
143 71 14371 0 0
144 71 14391 0 0
145 71 14347 0 0
146 71 14337 0 0
147 71 14382 0 0
148 71 14364 0 0
149 71 14389 0 0
150 71 14383 0 0
151 71 14397 0 0
152 71 14410 0 0
153 72 14548 0 0
154 70 14135 0 0
155 70 14058 0 0
156 70 13982 0 0
157 70 13992 0 0
158 71 14117 0 0
159 71 14077 0 0
160 71 14008 0 0
161 71 13971 0 0
162 71 13905 0 0
163 71 13925 0 0
164 71 13837 0 0
165 71 13871 0 0
166 73 14353 0 0
167 73 14469 0 0
168 73 14543 0 0
169 72 14425 0 0
170 71 14364 0 0
171 71 14410 0 0
172 70 14322 0 0
173 70 14412 0 0
174 70 14540 0 0
175 69 14367 0 0
176 69 14481 0 0
177 69 14555 0 1
178 68 14351 0 1
179 68 14359 0 1
180 68 14369 0 1
181 69 14492 0 0
182 69 14462 0 0
183 69 14410 0 0
184 70 14505 0 0
185 70 14431 0 0
186 70 14381 0 0
187 71 14533 0 0
188 71 14466 0 0
189 71 14363 0 0
190 72 14506 0 0
191 72 14434 0 0
192 72 14323 0 0
193 72 14302 0 0
194 72 14233 0 0
195 72 14247 0 0
196 72 14339 0 0
197 72 14386 0 0
198 72 14386 0 0
199 71 14216 0 0
200 71 14276 0 0
201 71 14312 0 0
202 71 14308 0 0
203 71 14346 0 0
204 71 14405 0 0
205 71 14466 0 0
206 71 14481 0 0
207 71 14434 0 0
208 71 14356 0 0
209 71 14325 0 0
210 71 14303 0 0
211 72 14467 0 0
212 72 14445 0 0
213 72 14462 0 0
214 72 14506 0 0
215 72 14480 0 0
216 72 14476 0 0
217 72 14451 0 0
218 72 14467 0 0
219 72 14519 0 0
220 72 14537 0 0
221 71 14369 0 0
222 71 14392 0 0
223 71 14412 0 0
224 71 14406 0 0
225 71 14325 0 0
226 71 14251 0 0
227 72 14420 0 0
228 72 14423 0 0
229 71 14286 0 0
230 71 14329 0 0
231 71 14318 0 0
232 71 14324 0 0
233 72 14488 0 0
234 72 14448 0 0
235 72 14443 0 0
236 72 14426 0 0
237 72 14435 0 0
238 72 14420 0 0
239 71 14221 0 0
240 71 14215 0 0
241 72 14394 0 0
242 72 14397 0 0
243 72 14421 0 0
244 72 14485 0 0
245 71 14296 0 0
246 71 14362 0 0
247 71 14329 0 0
248 71 14345 0 0
249 71 14423 0 0
250 71 14432 0 0
251 71 14445 0 0
252 71 14525 0 0
253 71 14536 0 0
254 70 14334 0 0
255 70 14352 0 0
256 70 14281 0 0
257 71 14470 0 0
258 71 14422 0 0
259 71 14477 0 0
260 70 14343 0 0
261 70 14380 0 0
262 70 14470 0 0
263 70 14540 0 0
264 69 14360 0 0
265 69 14372 0 0
266 70 14576 0 0
267 69 14361 0 0
268 69 14394 0 0
269 69 14452 0 0
270 69 14460 0 0
271 68 14290 0 0
272 69 14467 0 0
273 69 14401 0 0
274 69 14358 0 0
275 69 14237 0 0
276 71 14433 0 0
277 72 14452 0 0
278 72 14296 0 0
279 74 14541 0 0
280 74 14384 0 0
281 75 14398 0 0
282 75 14287 0 0
283 77 14492 0 0
284 78 14520 0 0
285 78 14421 0 0
286 78 14344 0 0
287 79 14548 0 0
288 78 14393 0 0
289 77 14272 0 0
290 77 14336 0 0
291 77 14401 0 0
292 77 14471 0 0
293 76 14306 0 0
294 77 14468 0 0
295 76 14337 0 0
296 75 14283 0 0
297 75 14444 0 0
298 74 14377 0 0
299 73 14306 0 0
300 73 14407 0 0
301 73 14489 0 0
302 73 14550 0 0
303 71 14236 0 0
304 71 14353 0 0
305 71 14477 0 0
306 69 14282 0 0
307 69 14435 0 0
308 69 14492 0 0
309 68 14260 0 0
310 69 14418 0 0
311 69 14326 0 0
312 69 14286 0 0
313 69 14311 0 0
314 69 14244 0 0
315 70 14400 0 0
316 70 14397 0 0
317 70 14414 0 0
318 70 14428 0 0
319 70 14362 0 0
320 70 14287 0 0
321 71 14505 0 0
322 71 14528 0 0
323 71 14562 0 0
324 69 14157 0 0
325 69 14135 0 0
326 69 14169 0 0
327 69 14202 0 0
328 69 14137 0 0
329 68 13907 0 0
330 69 14057 0 0
331 69 14066 0 0
332 69 14089 0 0
333 69 14080 0 0
334 68 13872 0 0
335 68 13879 0 0
336 70 14284 0 0
337 70 14272 0 0
338 70 14292 0 0
339 70 14247 0 0
340 70 14238 0 0
341 72 14569 0 0
342 72 14512 0 0
343 72 14436 0 0
344 72 14392 0 0
345 72 14331 0 0
346 73 14570 0 0
347 72 14441 0 0
348 72 14485 0 0
349 72 14515 0 0
350 72 14537 0 0
351 71 14406 0 0
352 71 14452 0 0
353 70 14391 0 0
354 69 14274 0 0
355 69 14397 0 0
356 69 14495 0 0
357 68 14335 0 1
358 68 14316 0 1
359 69 14450 0 0
360 69 14472 0 0
361 68 14271 0 0
362 68 14241 0 0
363 69 14435 0 0
364 69 14370 0 0
365 69 14246 0 0
366 70 14395 0 0
367 71 14488 0 0
368 71 14406 0 0
369 71 14383 0 0
370 71 14375 0 0
371 71 14387 0 0
372 71 14382 0 0
373 71 14393 0 0
374 71 14466 0 0
375 71 14523 0 0
376 70 14417 0 0
377 70 14488 0 0
378 70 14530 0 0
379 69 14353 0 0
380 69 14336 0 0
381 70 14525 0 0
382 70 14475 0 0
383 70 14446 0 0
384 70 14422 0 0
385 71 14520 0 0
386 71 14448 0 0
387 71 14387 0 0
388 71 14373 0 0
389 71 14363 0 0
390 71 14322 0 0
391 70 14235 0 0
392 70 14323 0 0
393 70 14396 0 0
394 69 14273 0 0
395 69 14349 0 0
396 69 14375 0 0
397 69 14391 0 0
398 69 14339 0 0
399 69 14290 0 0
400 70 14526 0 0
401 69 14332 0 0
402 70 14512 0 0
403 70 14441 0 0
404 70 14466 0 0
405 69 14281 0 0
406 70 14506 0 0
407 70 14507 0 0
408 69 14325 0 0
409 69 14427 0 0
410 69 14500 0 0
411 68 14346 0 1
412 68 14253 0 0
413 70 14587 0 0
414 69 14400 0 0
415 70 14562 0 0
416 69 14278 0 0
417 70 14396 0 0
418 70 14293 0 0
419 70 14233 0 0
420 71 14360 0 0
421 71 14363 0 0
422 71 14377 0 0
423 72 14500 0 0
424 72 14468 0 0
425 71 14250 0 0
426 71 14219 0 0
427 71 14215 0 0
428 72 14407 0 0
429 73 14588 0 0
430 73 14569 0 0
431 73 14543 0 0
432 73 14528 0 0
433 73 14438 0 0
434 73 14373 0 0
435 73 14431 0 0
436 73 14473 0 0
437 73 14514 0 0
438 73 14575 0 0
439 73 14562 0 0
440 73 14522 0 0
441 72 14341 0 0
442 72 14348 0 0
443 72 14343 0 0
444 72 14379 0 0
445 72 14408 0 0
446 72 14441 0 0
447 72 14413 0 0
448 72 14421 0 0
449 71 14241 0 0
450 72 14409 0 0
451 71 14277 0 0
452 71 14316 0 0
453 71 14288 0 0
454 71 14307 0 0
455 71 14289 0 0
456 72 14433 0 0
457 71 14257 0 0
458 71 14284 0 0
459 71 14346 0 0
460 71 14376 0 0
461 72 14595 0 0
462 70 14251 0 0
463 71 14493 0 0
464 71 14526 0 0
465 70 14399 0 0
466 70 14478 0 0
467 70 14542 0 0
468 68 14249 0 0
469 69 14486 0 0
470 69 14473 0 0
471 69 14484 0 0
472 68 14300 0 1
473 68 14349 0 1
474 68 14357 0 1
475 68 14339 0 1
476 68 14327 0 1
477 69 14453 0 0
478 69 14375 0 0
479 69 14349 0 0
480 70 14478 0 0
481 70 14410 0 0
482 70 14373 0 0
483 70 14297 0 0
484 71 14409 0 0
485 71 14272 0 0
486 73 14536 0 0
487 73 14420 0 0
488 73 14344 0 0
489 74 14509 0 0
490 74 14459 0 0
491 74 14355 0 0
492 75 14475 0 0
493 75 14395 0 0
494 75 14321 0 0
495 76 14458 0 0
496 76 14447 0 0
497 76 14432 0 0
498 75 14304 0 0
499 75 14441 0 0
500 75 14552 0 0
501 73 14270 0 0
502 73 14304 0 0
503 73 14460 0 0
504 72 14404 0 0
505 71 14323 0 0
506 71 14482 0 0
507 70 14397 0 0
508 70 14443 0 0
509 70 14511 0 0
510 70 14486 0 0
511 70 14358 0 0
512 70 14266 0 0
513 71 14405 0 0
514 71 14411 0 0
515 71 14326 0 0
516 71 14300 0 0
517 72 14445 0 0
518 72 14353 0 0
519 72 14312 0 0
520 72 14323 0 0
521 72 14376 0 0
522 71 14276 0 0
523 71 14370 0 0
524 71 14489 0 0
525 70 14346 0 0
526 70 14384 0 0
527 70 14426 0 0
528 70 14372 0 0
529 70 14419 0 0
530 70 14495 0 0
531 69 14396 0 0
532 69 14473 0 0
533 69 14469 0 0
534 69 14434 0 0
535 69 14451 0 0
536 69 14391 0 0
537 70 14578 0 0
538 69 14366 0 0
539 69 14357 0 0
540 69 14359 0 0
541 69 14348 0 0
542 69 14346 0 0
543 69 14344 0 0
544 69 14358 0 0
545 69 14347 0 0
546 69 14363 0 0
547 69 14334 0 0
548 69 14361 0 0
549 69 14355 0 0
550 70 14581 0 0
551 69 14431 0 0
552 69 14482 0 0
553 69 14526 0 1
554 68 14310 0 1
555 69 14513 0 1
556 69 14444 0 0
557 68 14260 0 0
558 69 14448 0 0
559 69 14453 0 0
560 69 14417 0 0
561 68 14262 0 0
562 68 14303 0 1
563 69 14439 0 0
564 69 14496 0 0
565 68 14264 0 0
566 69 14469 0 0
567 69 14476 0 0
568 68 14304 0 1
569 69 14524 0 1
570 69 14540 0 1
571 68 14363 0 1
572 68 14400 0 1
573 69 14595 0 1
574 68 14415 0 1
575 68 14493 0 1
576 67 14252 0 1
577 68 14459 0 1
578 68 14429 0 1
579 68 14371 0 1
580 69 14544 0 1
581 68 14335 0 1
582 67 14205 0 1
583 68 14452 0 1
584 67 14287 0 1
585 67 14302 0 1
586 68 14481 0 1
587 67 14267 0 1
588 68 14443 0 1
589 68 14367 0 1
590 68 14380 0 1
591 68 14359 0 1
592 68 14391 0 1
593 68 14402 0 1
594 69 14556 0 1
595 68 14319 0 1
596 69 14512 0 1
597 69 14490 0 0
598 69 14404 0 0
599 70 14525 0 0
600 70 14479 0 0
601 70 14539 0 0
602 69 14364 0 0
603 69 14357 0 0
604 69 14315 0 0
605 70 14504 0 0
606 69 14277 0 0
607 70 14497 0 0
608 69 14284 0 0
609 70 14369 0 0
610 70 14403 0 0
611 69 14270 0 0
612 69 14350 0 0
613 69 14386 0 0
614 69 14363 0 0
615 69 14367 0 0
616 69 14337 0 0
617 69 14287 0 0
618 70 14485 0 0
619 70 14461 0 0
620 70 14451 0 0
621 69 14370 0 0
622 69 14373 0 0
623 70 14528 0 0
624 69 14376 0 0
625 69 14386 0 0
626 69 14395 0 0
627 69 14493 0 0
628 68 14414 0 1
629 68 14498 0 1
630 67 14343 0 1
631 67 14354 0 1
632 67 14351 0 1
633 67 14358 0 1
634 67 14434 0 1
635 66 14303 0 1
636 67 14479 0 1
637 66 14274 0 1
638 67 14478 0 1
639 67 14381 0 1
640 68 14499 0 1
641 68 14428 0 1
642 68 14351 0 1
643 68 14301 0 1
644 69 14449 0 0
645 69 14377 0 0
646 69 14314 0 0
647 70 14501 0 0
648 69 14264 0 0
649 70 14500 0 0
650 69 14360 0 0
651 69 14415 0 0
652 69 14383 0 0
653 69 14340 0 0
654 70 14506 0 0
655 70 14533 0 0
656 69 14428 0 0
657 68 14326 0 1
658 68 14415 0 1
659 67 14269 0 1
660 67 14353 0 1
661 67 14400 0 1
662 67 14404 0 1
663 67 14461 0 1
664 66 14367 0 1
665 65 14284 0 1
666 65 14396 0 1
667 65 14399 0 1
668 65 14326 0 1
669 66 14434 0 1
670 66 14335 0 1
671 67 14442 0 1
672 68 14550 0 1
673 68 14427 0 1
674 69 14527 0 1
675 69 14402 0 0
676 69 14350 0 0
677 70 14554 0 0
678 69 14348 0 0
679 69 14393 0 0
680 69 14446 0 0
681 69 14492 0 0
682 69 14459 0 0
683 69 14449 0 0
684 68 14291 0 1
685 68 14298 0 1
686 68 14286 0 0
687 68 14325 0 1
688 69 14536 0 1
