block n60 sum_rr60 bad60 hold drowsy alert
0 2 200 6 1 0 0
1 7 1298 7 1 0 0
2 12 2402 7 1 0 0
3 18 3682 7 1 0 0
4 24 4908 7 1 0 0
5 30 6180 7 1 0 0
6 35 7250 7 1 0 0
7 40 8402 7 1 0 0
8 46 9673 7 1 0 0
9 51 10785 7 1 0 0
10 57 12126 7 1 0 0
11 62 13185 7 1 0 0
12 66 14344 1 1 0 0
13 66 14331 0 1 0 0
14 66 14395 0 1 0 0
15 66 14414 0 1 0 0
16 65 14265 0 1 0 0
17 65 14342 0 1 0 0
18 65 14362 0 1 0 0
19 66 14502 0 1 0 0
20 65 14410 0 1 0 0
21 65 14469 0 1 0 0
22 64 14256 0 1 0 0
23 65 14591 0 1 0 0
24 64 14377 0 1 0 0
25 64 14382 0 1 0 0
26 65 14534 0 1 0 0
27 64 14345 0 1 0 0
28 64 14408 0 1 0 0
29 64 14424 0 1 0 0
30 65 14529 0 1 0 0
31 64 14416 0 1 0 0
32 63 14248 0 1 0 0
33 64 14524 0 1 0 0
34 64 14522 0 1 0 0
35 63 14271 0 1 0 0
36 64 14438 0 0 0 0
37 64 14510 0 0 0 0
38 63 14383 0 0 0 0
39 63 14354 0 0 0 0
40 64 14550 0 0 0 0
41 63 14342 0 0 0 0
42 62 14302 0 0 0 0
43 62 14275 0 0 0 0
44 64 14626 0 0 0 0
45 63 14285 0 0 0 0
46 64 14452 0 0 0 0
47 64 14483 0 0 0 0
48 63 14302 0 0 0 0
49 63 14280 0 0 0 0
50 64 14394 0 0 0 0
51 64 14424 0 0 0 0
52 64 14313 0 0 0 0
53 64 14340 0 0 0 0
54 64 14402 0 0 0 0
55 64 14383 0 0 0 0
56 63 14194 0 0 0 0
57 64 14436 0 0 0 0
58 63 14215 0 0 0 0
59 64 14339 0 0 0 0
60 64 14336 0 0 0 0
61 65 14575 0 0 0 0
62 64 14421 0 0 0 0
63 64 14459 0 0 0 0
64 63 14322 0 0 0 0
65 64 14447 0 0 0 0
66 64 14297 0 0 0 0
67 64 14383 0 0 0 0
68 64 14395 0 0 0 0
69 64 14442 0 0 0 0
70 64 14536 0 0 0 0
71 63 14402 0 0 0 0
72 63 14437 0 0 0 0
73 62 14175 0 0 0 0
74 63 14423 0 0 0 0
75 63 14405 0 0 0 0
76 63 14532 0 0 0 0
77 62 14419 0 0 0 0
78 62 14563 0 0 1 1
79 62 14567 0 0 1 0
80 62 14526 0 0 0 0
81 61 14229 0 0 0 0
82 62 14359 0 0 0 0
83 63 14498 0 0 0 0
84 63 14532 0 0 0 0
85 63 14581 0 0 0 0
86 62 14266 0 0 0 0
87 63 14446 0 0 0 0
88 63 14397 0 0 0 0
89 64 14449 0 0 0 0
90 64 14340 0 0 0 0
91 64 14361 0 0 0 0
92 64 14413 0 0 0 0
93 64 14542 0 0 0 0
94 63 14422 0 0 0 0
95 62 14226 0 0 0 0
96 62 14206 0 0 0 0
97 62 14273 0 0 0 0
98 63 14545 0 0 0 0
99 62 14313 0 0 0 0
100 63 14478 0 0 0 0
101 62 14326 0 0 0 0
102 63 14502 0 0 0 0
103 63 14440 0 0 0 0
104 63 14447 0 0 0 0
105 63 14296 0 0 0 0
106 64 14310 0 0 0 0
107 65 14560 0 0 0 0
108 65 14518 0 0 0 0
109 65 14410 0 0 0 0
110 65 14362 0 0 0 0
111 65 14453 0 0 0 0
112 64 14241 0 0 0 0
113 65 14451 0 0 0 0
114 64 14366 0 0 0 0
115 64 14327 0 0 0 0
116 64 14287 0 0 0 0
117 65 14528 0 0 0 0
118 64 14410 0 0 0 0
119 64 14378 0 0 0 0
120 64 14355 0 0 0 0
121 65 14455 0 0 0 0
122 64 14340 0 0 0 0
123 64 14363 0 0 0 0
124 64 14482 0 0 0 0
125 63 14411 0 0 0 0
126 63 14423 0 0 0 0
127 64 14500 0 0 0 0
128 63 14297 0 0 0 0
129 62 14255 0 0 0 0
130 63 14509 0 0 0 0
131 62 14310 0 0 0 0
