block n60 sum_rr60 bad60 hold drowsy
0 6 969 1 1 0
1 14 2159 1 1 0
2 21 3362 1 1 0
3 27 4530 1 1 0
4 34 5744 1 1 0
5 39 6725 2 1 0
6 45 7949 2 1 0
7 51 9164 2 1 0
8 57 10294 2 1 0
9 63 11393 2 1 0
10 70 12713 2 1 0
11 76 13950 2 1 0
12 76 14159 1 1 0
13 74 14160 1 1 0
14 74 14085 1 1 0
15 75 14243 1 1 0
16 74 14189 1 1 0
17 75 14428 0 1 0
18 75 14337 0 1 0
19 75 14356 0 1 0
20 76 14474 0 1 0
21 74 14178 1 1 0
22 73 14168 1 1 0
23 73 14098 1 1 0
24 73 14103 1 1 0
25 73 14082 1 1 0
26 73 14278 1 1 0
27 72 14044 1 1 0
28 73 14220 1 1 0
29 73 14181 1 1 0
30 73 14219 1 1 0
31 74 14240 1 1 0
32 73 14129 1 1 0
33 75 14523 0 1 0
34 75 14413 0 1 0
35 75 14379 0 1 0
36 75 14347 0 0 0
37 75 14388 0 0 0
38 75 14412 0 0 0
39 75 14465 0 0 0
40 75 14327 0 0 0
41 76 14314 0 0 0
42 76 14297 0 0 0
43 76 14382 0 0 0
44 76 14427 0 0 0
45 76 14374 0 0 0
46 76 14352 0 0 0
47 77 14528 0 0 0
48 77 14531 0 0 0
49 77 14510 0 0 0
50 76 14339 0 0 0
51 76 14383 0 0 0
52 75 14371 0 0 0
53 75 14492 0 0 0
54 75 14500 0 0 0
55 74 14372 0 0 0
56 74 14359 0 0 0
57 74 14376 0 0 0
58 74 14355 0 0 0
59 74 14393 0 0 0
60 74 14391 0 0 0
61 74 14363 0 0 0
62 74 14446 0 0 0
63 74 14375 0 0 0
64 73 14063 1 0 0
65 72 14085 1 0 0
66 72 14154 1 0 0
67 72 14134 1 0 0
68 72 14068 1 0 0
69 73 14230 1 0 0
70 74 14281 1 0 0
71 73 14043 1 0 0
72 74 14219 1 0 0
73 74 14127 1 0 0
74 75 14144 1 0 0
75 76 14167 1 0 0
76 78 14458 0 0 0
77 79 14339 0 0 0
78 80 14417 0 0 0
79 80 14312 0 0 0
80 81 14495 0 0 0
81 80 14275 0 0 0
82 80 14415 0 0 0
83 80 14433 0 0 0
84 79 14311 0 0 0
85 80 14477 0 0 0
86 79 14421 0 0 0
87 78 14464 0 0 0
88 77 14420 0 0 0
89 77 14557 0 0 0
90 76 14361 0 0 0
91 76 14402 0 0 0
92 76 14477 0 0 0
93 76 14542 0 0 0
94 75 14306 0 0 0
95 76 14449 0 0 0
96 76 14337 0 0 0
97 76 14454 0 0 0
98 76 14390 0 0 0
99 77 14447 0 0 0
100 77 14508 0 0 0
101 76 14380 0 0 0
102 76 14443 0 0 0
103 76 14477 0 0 0
104 75 14251 0 0 0
105 76 14368 0 0 0
106 76 14413 0 0 0
107 75 14360 0 0 0
108 76 14513 0 0 0
109 74 14182 1 0 0
110 74 14190 1 0 0
111 74 14093 1 0 0
112 74 14099 1 0 0
113 75 14188 1 0 0
114 75 14097 1 0 0
115 76 14228 1 0 0
116 76 14266 1 0 0
117 75 14139 1 0 0
118 76 14258 1 0 0
119 76 14178 1 0 0
120 76 14219 1 0 0
121 77 14356 0 0 0
122 77 14374 0 0 0
123 76 14392 0 0 0
124 76 14353 0 0 0
125 76 14369 0 0 0
126 76 14395 0 0 0
127 76 14444 0 0 0
128 76 14348 0 0 0
129 77 14445 0 0 0
130 76 14337 0 0 0
131 76 14392 0 0 0
132 75 14310 0 0 0
133 75 14403 0 0 0
134 75 14415 0 0 0
135 75 14396 0 0 0
136 75 14378 0 0 0
137 75 14454 0 0 0
138 74 14370 0 0 0
139 74 14357 0 0 0
140 75 14395 0 0 0
141 73 14231 1 0 0
142 73 14159 1 0 0
143 73 14118 1 0 0
144 74 14270 1 0 0
145 74 14051 1 0 0
146 75 14143 1 0 0
147 75 14105 1 0 0
148 76 14333 1 0 0
149 75 14104 1 0 0
150 76 14143 1 0 0
151 75 14065 1 0 0
152 75 14277 1 0 0
153 76 14406 0 0 0
154 75 14313 0 0 0
155 75 14373 0 0 0
156 75 14371 0 0 0
157 75 14499 0 0 0
158 74 14370 0 0 0
159 74 14435 0 0 0
160 73 14270 0 0 0
161 74 14405 0 0 0
162 74 14495 0 0 0
163 74 14464 0 0 0
164 73 14341 0 0 0
165 73 14269 0 0 0
166 75 14592 0 0 0
167 75 14521 0 0 0
168 74 14350 0 0 0
169 74 14296 0 0 0
170 75 14468 0 0 0
171 75 14404 0 0 0
172 76 14543 0 0 0
173 75 14467 0 0 0
174 75 14485 0 0 0
175 75 14439 0 0 0
176 75 14465 0 0 0
177 74 14357 0 0 0
178 74 14374 0 0 0
179 74 14411 0 0 0
180 74 14389 0 0 0
181 75 14464 0 0 0
182 73 14119 1 0 0
183 73 14218 1 0 0
184 72 14164 1 0 0
185 72 14103 1 0 0
186 72 14033 1 0 0
187 73 14200 1 0 0
188 74 14216 1 0 0
189 74 14141 2 0 0
190 72 13942 2 0 0
191 72 13954 2 0 0
192 72 14019 2 0 0
193 71 13984 2 0 0
194 73 14280 1 0 0
195 73 14243 1 0 0
196 73 14078 1 0 0
197 74 14229 1 0 0
198 74 14237 1 0 0
199 74 14193 1 0 0
200 73 14063 1 0 0
201 74 14242 0 0 0
202 76 14372 0 0 0
203 77 14462 0 0 0
204 77 14324 0 0 0
205 77 14347 0 0 0
206 76 14268 0 0 0
207 77 14358 0 0 0
208 77 14398 0 0 0
209 77 14274 0 0 0
210 77 14351 0 0 0
211 76 14304 0 0 0
212 76 14462 0 0 0
213 76 14527 0 0 0
214 75 14470 0 0 0
215 73 14230 0 0 0
216 73 14434 0 0 0
217 73 14487 0 0 0
218 73 14488 0 0 0
219 72 14457 0 0 0
220 72 14481 0 0 1
221 71 14383 0 0 1
222 72 14485 0 0 1
223 72 14468 0 0 1
224 72 14355 0 0 0
225 72 14268 0 0 0
226 72 14240 0 0 0
227 73 14439 0 0 0
228 73 14372 0 0 0
229 73 14365 0 0 0
230 73 14325 0 0 0
231 73 14285 0 0 0
232 74 14331 0 0 0
233 72 14143 1 0 0
234 71 14207 1 0 0
235 71 14187 1 0 0
236 71 14185 1 0 0
237 72 14224 1 0 0
238 72 14232 1 0 0
239 72 14155 1 0 0
240 73 14254 1 0 0
241 73 14267 1 0 0
242 73 14261 1 0 0
243 72 14126 1 0 0
244 71 14245 1 0 0
245 73 14554 0 0 0
246 73 14433 0 0 0
247 73 14346 0 0 0
248 73 14383 0 0 0
249 72 14416 0 0 0
250 72 14406 0 0 0
251 72 14462 0 0 0
252 71 14314 0 0 1
253 71 14307 0 0 1
254 71 14279 0 0 1
255 72 14392 0 0 0
