block n60 sum_rr60 hold drowsy
0 4 568 1 0
1 10 1659 1 0
2 16 2852 1 0
3 22 3991 1 0
4 28 5206 1 0
5 34 6418 1 0
6 40 7605 1 0
7 46 8845 1 0
8 52 10100 1 0
9 57 11197 1 0
10 63 12350 1 0
11 70 13599 1 0
12 73 14301 1 0
13 73 14305 1 0
14 74 14384 1 0
15 75 14495 1 0
16 75 14417 1 0
17 75 14466 1 0
18 75 14498 1 0
19 75 14434 1 0
20 75 14340 1 0
21 76 14366 1 0
22 76 14422 1 0
23 76 14525 1 0
24 75 14383 1 0
25 75 14426 1 0
26 75 14424 1 0
27 74 14263 1 0
28 75 14424 1 0
29 75 14290 1 0
30 76 14426 1 0
31 76 14383 1 0
32 76 14326 1 0
33 77 14487 1 0
34 78 14559 1 0
35 77 14327 1 0
36 77 14349 0 0
37 78 14521 0 0
38 77 14389 0 0
39 77 14401 0 0
40 77 14376 0 0
41 78 14506 0 0
42 77 14225 0 0
43 78 14397 0 0
44 79 14523 0 0
45 78 14370 0 0
46 78 14363 0 0
47 78 14314 0 0
48 79 14469 0 0
49 78 14231 0 0
50 79 14379 0 0
51 80 14566 0 0
52 79 14398 0 0
53 79 14449 0 0
54 79 14503 0 0
55 78 14331 0 0
56 78 14414 0 0
57 78 14391 0 0
58 77 14257 0 0
59 78 14501 0 0
60 77 14335 0 0
61 78 14531 0 0
62 77 14350 0 0
63 77 14368 0 0
64 77 14449 0 0
65 76 14361 0 0
66 76 14383 0 0
67 76 14373 0 0
68 76 14405 0 0
69 75 14339 0 0
70 75 14459 0 0
71 74 14336 0 0
72 74 14406 0 0
73 73 14337 0 0
74 73 14383 0 0
75 73 14405 0 0
76 73 14321 0 0
77 73 14275 0 0
78 73 14319 0 0
79 73 14386 0 0
80 73 14407 0 0
81 74 14516 0 0
82 74 14346 0 0
83 75 14443 0 0
84 76 14471 0 0
85 76 14412 0 0
86 77 14570 0 0
87 76 14409 0 0
88 76 14470 0 0
89 76 14450 0 0
90 76 14377 0 0
91 77 14537 0 0
92 76 14368 0 0
93 76 14400 0 0
94 76 14471 0 0
95 75 14351 0 0
96 74 14388 0 0
97 74 14473 0 0
98 72 14247 0 0
99 72 14266 0 0
100 72 14330 0 0
101 72 14387 0 0
102 72 14469 0 0
103 71 14347 0 1
104 71 14358 0 1
105 71 14355 0 1
106 71 14393 0 1
107 71 14391 0 1
108 71 14305 0 0
109 72 14428 0 0
110 73 14448 0 0
111 73 14412 0 0
112 74 14504 0 0
113 74 14402 0 0
114 74 14324 0 0
115 75 14421 0 0
116 75 14421 0 0
117 75 14470 0 0
118 75 14445 0 0
119 75 14420 0 0
120 76 14541 0 0
121 75 14377 0 0
122 75 14405 0 0
123 75 14450 0 0
124 74 14341 0 0
125 74 14382 0 0
126 74 14421 0 0
127 74 14382 0 0
128 74 14292 0 0
129 75 14408 0 0
130 75 14395 0 0
131 75 14446 0 0
132 74 14320 0 0
133 74 14296 0 0
134 75 14470 0 0
135 75 14426 0 0
136 75 14359 0 0
137 75 14372 0 0
138 75 14407 0 0
139 75 14452 0 0
140 75 14513 0 0
141 74 14324 0 0
142 74 14335 0 0
143 74 14281 0 0
144 74 14302 0 0
145 74 14347 0 0
146 74 14403 0 0
147 74 14391 0 0
148 74 14406 0 0
149 74 14400 0 0
150 75 14495 0 0
151 74 14295 0 0
152 75 14377 0 0
153 75 14379 0 0
154 75 14399 0 0
155 75 14417 0 0
156 75 14382 0 0
157 75 14467 0 0
158 74 14342 0 0
159 74 14451 0 0
160 74 14524 0 0
161 73 14396 0 0
162 72 14311 0 0
163 73 14503 0 0
164 72 14385 0 0
165 72 14382 0 0
166 73 14512 0 0
167 73 14481 0 0
168 74 14594 0 0
169 74 14476 0 0
170 74 14385 0 0
171 75 14416 0 0
172 75 14262 0 0
173 77 14498 0 0
174 78 14514 0 0
175 77 14294 0 0
176 78 14446 0 0
177 78 14449 0 0
178 77 14246 0 0
179 78 14418 0 0
180 77 14297 0 0
181 78 14410 0 0
182 78 14337 0 0
183 78 14364 0 0
184 78 14419 0 0
185 78 14429 0 0
186 77 14292 0 0
187 78 14463 0 0
188 77 14343 0 0
189 77 14345 0 0
190 78 14555 0 0
191 77 14413 0 0
192 77 14386 0 0
193 77 14412 0 0
194 77 14469 0 0
195 76 14282 0 0
196 77 14472 0 0
197 76 14291 0 0
198 77 14517 0 0
199 76 14325 0 0
200 77 14479 0 0
201 77 14486 0 0
202 76 14309 0 0
203 76 14292 0 0
204 76 14373 0 0
205 76 14405 0 0
206 76 14434 0 0
207 76 14458 0 0
208 75 14283 0 0
209 76 14478 0 0
210 75 14259 0 0
211 76 14501 0 0
212 75 14305 0 0
213 75 14292 0 0
214 76 14403 0 0
215 77 14571 0 0
216 77 14541 0 0
217 74 13977 0 0
218 74 13990 0 0
219 74 14079 0 0
220 74 14168 0 0
221 72 13939 0 0
222 72 14034 0 0
223 72 14089 0 0
224 72 14125 0 0
225 72 14153 0 0
226 71 14055 0 0
227 70 13918 0 0
228 70 13871 0 0
229 73 14483 0 0
230 72 14326 0 0
231 72 14324 0 0
232 72 14298 0 0
233 73 14456 0 0
234 73 14491 0 0
235 72 14313 0 0
236 72 14379 0 0
237 72 14365 0 0
238 72 14397 0 0
239 72 14401 0 0
240 73 14562 0 0
241 72 14392 0 0
242 72 14391 0 0
243 72 14384 0 0
244 72 14390 0 0
245 72 14401 0 0
246 72 14420 0 0
247 72 14433 0 0
248 72 14448 0 0
249 71 14326 0 0
250 71 14332 0 0
251 71 14392 0 1
252 70 14306 0 1
253 70 14355 0 1
254 71 14565 0 1
255 71 14571 0 1
256 70 14376 0 1
257 70 14321 0 1
258 70 14307 0 1
259 70 14336 0 1
260 70 14292 0 1
261 71 14447 0 1
262 71 14451 0 1
263 71 14457 0 1
264 71 14474 0 1
265 71 14414 0 1
266 71 14389 0 1
267 70 14206 0 1
268 72 14540 0 1
269 72 14546 0 1
270 72 14493 0 0
271 72 14507 0 0
272 71 14332 0 0
273 71 14377 0 1
274 71 14495 0 1
275 70 14377 0 1
276 70 14435 0 1
277 69 14260 0 1
278 69 14329 0 1
279 70 14584 0 1
280 68 14296 0 1
281 68 14412 0 1
282 68 14410 0 1
283 68 14306 0 1
284 69 14439 0 1
285 69 14405 0 1
286 69 14300 0 1
287 70 14388 0 1
288 70 14302 0 1
289 71 14457 0 1
290 71 14386 0 1
291 71 14283 0 0
292 72 14404 0 0
293 72 14299 0 0
294 72 14345 0 0
295 72 14353 0 0
296 72 14417 0 0
297 72 14393 0 0
298 72 14397 0 0
299 72 14381 0 0
300 72 14368 0 0
301 72 14380 0 0
302 73 14507 0 0
303 73 14513 0 0
304 73 14519 0 0
305 73 14512 0 0
306 72 14327 0 0
307 72 14394 0 0
308 72 14353 0 0
309 72 14395 0 0
310 72 14413 0 0
311 72 14474 0 0
312 72 14446 0 0
313 72 14424 0 0
314 71 14355 0 1
315 71 14373 0 1
316 71 14395 0 1
317 70 14250 0 1
318 71 14400 0 1
319 71 14443 0 1
320 71 14539 0 1
321 71 14554 0 1
322 70 14351 0 1
323 70 14324 0 1
324 70 14450 0 1
325 69 14327 0 1
326 69 14281 0 1
327 70 14441 0 1
328 70 14402 0 1
329 71 14571 0 1
330 71 14574 0 1
331 71 14463 0 1
332 71 14363 0 1
333 71 14253 0 0
334 73 14535 0 0
335 73 14390 0 0
336 73 14320 0 0
337 74 14406 0 0
338 75 14521 0 0
339 74 14275 0 0
340 74 14307 0 0
341 74 14306 0 0
342 74 14389 0 0
343 74 14468 0 0
344 73 14305 0 0
345 73 14394 0 0
346 72 14266 0 0
347 72 14432 0 0
348 72 14402 0 0
349 72 14454 0 0
350 71 14338 0 1
351 71 14396 0 1
352 71 14379 0 1
353 71 14407 0 1
354 71 14352 0 1
355 71 14326 0 0
356 72 14432 0 0
357 72 14435 0 0
358 72 14458 0 0
359 72 14412 0 0
360 72 14407 0 0
361 72 14343 0 0
362 72 14367 0 0
363 72 14372 0 0
364 72 14451 0 0
365 71 14314 0 0
366 71 14403 0 1
367 70 14266 0 1
368 70 14439 0 1
369 70 14499 0 1
370 69 14369 0 1
371 69 14440 0 1
372 68 14345 0 1
373 68 14459 0 1
374 68 14515 0 1
375 68 14543 0 1
376 68 14483 0 1
377 68 14391 0 1
378 68 14308 0 1
379 70 14601 0 1
380 70 14474 0 1
381 70 14347 0 1
382 71 14501 0 1
383 71 14388 0 1
384 72 14535 0 0
385 72 14492 0 0
386 72 14422 0 0
387 72 14378 0 0
388 71 14206 0 0
389 72 14422 0 0
390 73 14530 0 0
391 72 14406 0 0
392 72 14435 0 0
393 71 14341 0 1
394 71 14366 0 1
395 71 14450 0 1
396 70 14287 0 1
397 70 14327 0 1
398 70 14327 0 1
399 70 14348 0 1
400 71 14539 0 1
401 71 14548 0 1
402 70 14401 0 1
403 70 14339 0 1
404 70 14274 0 1
405 71 14398 0 1
406 71 14350 0 1
407 71 14308 0 0
408 72 14398 0 0
409 72 14414 0 0
410 72 14464 0 0
411 72 14479 0 0
412 71 14266 0 0
413 72 14351 0 0
414 72 14317 0 0
415 72 14311 0 0
416 73 14496 0 0
417 73 14463 0 0
418 73 14387 0 0
419 74 14515 0 0
420 74 14533 0 0
421 74 14438 0 0
422 74 14316 0 0
423 74 14260 0 0
424 75 14440 0 0
425 74 14358 0 0
426 74 14474 0 0
427 73 14347 0 0
428 72 14266 0 0
429 72 14440 0 0
430 71 14432 0 1
431 70 14362 0 1
432 69 14262 0 1
433 69 14392 0 1
434 68 14317 0 1
435 68 14435 0 1
436 68 14497 0 1
437 68 14492 0 1
438 67 14289 0 1
439 68 14517 0 1
440 68 14524 0 1
